市区町村コード,都道府県・市区町村名,総数（人）,男（人）,女（人）,面積（参考）（km2）,人口密度（人/km2）,平均年齢（歳）,年齢中位数（歳）,年齢別人口（男女「総数」）15歳未満（人）,年齢別人口（男女「総数」）15～64歳（人）,年齢別人口（男女「総数」）65歳以上（人）,人口構成比［年齢別］(男女「総数」）15歳未満（％）,人口構成比［年齢別］(男女「総数」）15～64歳（％）,人口構成比［年齢別］(男女「総数」）65歳以上（％）,年齢別人口（男）15歳未満（人）,年齢別人口（男）15～64歳（人）,年齢別人口（男）65歳以上（人）,人口構成比［年齢別］(男）15歳未満（％）,人口構成比［年齢別］(男）15～64歳（％）,人口構成比［年齢別］(男）65歳以上（％）,年齢別人口（女）15歳未満（人）,年齢別人口（女）15～64歳（人）,年齢別人口（女）65歳以上（人）,人口構成比［年齢別］(女）15歳未満（％）,人口構成比［年齢別］(女）15～64歳（％）,人口構成比［年齢別］(女）65歳以上（％）,人口性比（％）,日本人（人）,外国人（人）,総世帯（世帯）,一般世帯（世帯）,施設等の世帯（世帯）,核家族世帯（世帯）,夫婦のみの世帯（世帯）,夫婦と子供から成る世帯（世帯）,男親と子供から成る世帯（世帯）,女親と子供から成る世帯（世帯）,単独世帯（世帯）,65歳以上の単独世帯（世帯）,夫65歳以上，妻60歳以上の夫婦のみの世帯（世帯）,3世代世帯（世帯）
11214,春日部市,229792.0,113467.0,116325.0,66.0,3481.7,49.70056,51.22942,23640.0,131497.0,74655.0,10.28756,57.22436,32.48808,12192.0,67279.0,33996.0,10.74497,59.29389,29.96113,11448.0,64218.0,40659.0,9.84139,55.20567,34.95293,97.54309,226296.0,3496.0,97638.0,97528.0,110.0,56256.0,21193.0,25566.0,1543.0,7954.0,29463.0,11361.0,14028.0,3341.0
11215,狭山市,148699.0,74178.0,74521.0,48.99,3035.3,49.41447,50.68994,15501.0,85248.0,47950.0,10.42441,57.32924,32.24635,7927.0,44445.0,21806.0,10.68646,59.91669,29.39686,7574.0,40803.0,26144.0,10.16358,54.75369,35.08273,99.53973,146021.0,2678.0,63776.0,63702.0,74.0,38691.0,14829.0,17552.0,1050.0,5260.0,20726.0,8064.0,9845.0,2226.0
11216,羽生市,52862.0,26142.0,26720.0,58.64,901.5,49.22303,50.91646,5394.0,31115.0,16353.0,10.20393,58.86081,30.93527,2715.0,16010.0,7417.0,10.38559,61.24245,28.37197,2679.0,15105.0,8936.0,10.0262,56.53069,33.44311,97.83683,51315.0,1547.0,21159.0,21094.0,65.0,12064.0,4308.0,5775.0,355.0,1626.0,6454.0,2186.0,2728.0,1443.0
11217,鴻巣市,116828.0,57673.0,59155.0,67.44,1732.3,48.37691,49.77642,13265.0,68525.0,35038.0,11.3543,58.6546,29.9911,6801.0,34801.0,16071.0,11.79235,60.34193,27.86573,6464.0,33724.0,18967.0,10.92723,57.00955,32.06322,97.49472,115005.0,1823.0,47499.0,47443.0,56.0,31214.0,11559.0,15175.0,769.0,3711.0,12627.0,5154.0,7214.0,2078.0
11218,深谷市,141268.0,70200.0,71068.0,138.37,1020.9,47.87132,49.07984,16848.0,82768.0,41652.0,11.92627,58.58935,29.48438,8587.0,42757.0,18856.0,12.23219,60.90741,26.8604,8261.0,40011.0,22796.0,11.62408,56.2996,32.07632,98.77863,138217.0,3051.0,55854.0,55713.0,141.0,34590.0,11965.0,16897.0,981.0,4747.0,15491.0,5787.0,7507.0,3401.0
11219,上尾市,226940.0,112288.0,114652.0,45.51,4986.6,47.45989,48.60045,26546.0,136441.0,63953.0,11.69736,60.12206,28.18058,13685.0,69724.0,28879.0,12.18741,62.0939,25.71869,12861.0,66717.0,35074.0,11.21742,58.19087,30.5917,97.93811,223025.0,3915.0,96559.0,96347.0,212.0,58454.0,20628.0,28863.0,1483.0,7480.0,29866.0,10520.0,12661.0,2792.0
11221,草加市,248304.0,125213.0,123091.0,27.46,9042.4,45.9921,46.96884,29091.0,157526.0,61687.0,11.71588,63.44078,24.84334,14983.0,82524.0,27706.0,11.96601,65.90689,22.1271,14108.0,75002.0,33981.0,11.46144,60.93216,27.60641,101.72393,241156.0,7148.0,111923.0,111692.0,231.0,62638.0,21008.0,31256.0,1826.0,8548.0,42559.0,12716.0,11371.0,3192.0
11222,越谷市,341621.0,168747.0,172874.0,60.24,5671.0,45.85834,46.75627,43502.0,210881.0,87238.0,12.73399,61.72952,25.53649,22271.0,107413.0,39063.0,13.19786,63.65328,23.14886,21231.0,103468.0,48175.0,12.2812,59.85168,27.86712,97.61271,335014.0,6607.0,142774.0,142590.0,184.0,88712.0,29655.0,44856.0,2308.0,11893.0,43572.0,14355.0,16666.0,5066.0
11223,蕨市,74283.0,37470.0,36813.0,5.11,14536.8,45.51174,45.23812,7895.0,48997.0,17391.0,10.62827,65.95991,23.41182,4070.0,25758.0,7642.0,10.86202,68.74299,20.39498,3825.0,23239.0,9749.0,10.39035,63.12716,26.48249,101.7847,67770.0,6513.0,36827.0,36784.0,43.0,17623.0,6270.0,8441.0,429.0,2483.0,16992.0,4153.0,2930.0,754.0
11224,戸田市,140899.0,71388.0,69511.0,18.19,7746.0,41.62735,41.72377,20134.0,96841.0,23924.0,14.28967,68.73079,16.97954,10228.0,50274.0,10886.0,14.32734,70.4236,15.24906,9906.0,46567.0,13038.0,14.25098,66.99227,18.75674,102.70029,133691.0,7208.0,64319.0,64182.0,137.0,33965.0,10211.0,18959.0,809.0,3986.0,26918.0,4939.0,3813.0,1260.0
11225,入間市,145651.0,71803.0,73848.0,44.69,3259.1,48.20459,49.66526,16617.0,85849.0,43185.0,11.40878,58.94158,29.64964,8480.0,43711.0,19612.0,11.81009,60.87629,27.31362,8137.0,42138.0,23573.0,11.01858,57.06045,31.92097,97.2308,143475.0,2176.0,61222.0,61159.0,63.0,39182.0,14238.0,18551.0,1022.0,5371.0,18075.0,7224.0,9122.0,2047.0
11227,朝霞市,141083.0,70696.0,70387.0,18.34,7692.6,43.20414,43.61512,19122.0,94301.0,27660.0,13.55372,66.8408,19.60548,9720.0,48639.0,12337.0,13.74901,68.80022,17.45078,9402.0,45662.0,15323.0,13.35758,64.87277,21.76964,100.439,137289.0,3794.0,62663.0,62564.0,99.0,36211.0,12053.0,19146.0,827.0,4185.0,23063.0,5863.0,5177.0,1141.0
11228,志木市,75346.0,36945.0,38401.0,9.05,8325.5,45.54028,46.1146,9915.0,46649.0,18782.0,13.15929,61.91304,24.92767,5087.0,23602.0,8256.0,13.76912,63.88415,22.34673,4828.0,23047.0,10526.0,12.57259,60.01667,27.41074,96.20843,73538.0,1808.0,32730.0,32702.0,28.0,20028.0,7015.0,10105.0,466.0,2442.0,10941.0,3287.0,3864.0,719.0
11229,和光市,83989.0,43138.0,40851.0,11.04,7607.7,41.85633,41.30668,11400.0,57509.0,15080.0,13.57321,68.47206,17.95473,5862.0,30450.0,6826.0,13.58895,70.58742,15.82364,5538.0,27059.0,8254.0,13.55658,66.23828,20.20514,105.59839,81763.0,2226.0,39889.0,39826.0,63.0,20670.0,7239.0,10751.0,457.0,2223.0,17629.0,3251.0,3005.0,567.0
11230,新座市,166017.0,81781.0,84236.0,22.78,7287.8,46.42622,47.31176,20927.0,101580.0,43510.0,12.60534,61.1865,26.20816,10613.0,52038.0,19130.0,12.97734,63.63092,23.39174,10314.0,49542.0,24380.0,12.24417,58.81333,28.94249,97.08557,162378.0,3639.0,73686.0,73634.0,52.0,43421.0,14945.0,21596.0,1216.0,5664.0,26654.0,8274.0,8467.0,1631.0
11231,桶川市,74748.0,36950.0,37798.0,25.35,2948.6,48.23637,49.33528,8615.0,43935.0,22198.0,11.52539,58.77749,29.69712,4437.0,22458.0,10055.0,12.00812,60.77943,27.21245,4178.0,21477.0,12143.0,11.05349,56.82047,32.12604,97.7565,73916.0,832.0,30918.0,30842.0,76.0,20208.0,7336.0,9741.0,533.0,2598.0,8561.0,3470.0,4609.0,1048.0
11232,久喜市,150582.0,74607.0,75975.0,82.41,1827.2,48.83408,50.28983,16540.0,87490.0,46552.0,10.98405,58.10123,30.91472,8468.0,44790.0,21349.0,11.35014,60.03458,28.61528,8072.0,42700.0,25203.0,10.62455,56.2027,33.17275,98.19941,147565.0,3017.0,62578.0,62497.0,81.0,39271.0,14419.0,18798.0,1078.0,4976.0,18316.0,6865.0,9250.0,2787.0
11233,北本市,65201.0,32214.0,32987.0,19.82,3289.7,50.02731,51.74366,6596.0,37375.0,21230.0,10.11641,57.32274,32.56085,3359.0,19092.0,9763.0,10.42714,59.26616,30.3067,3237.0,18283.0,11467.0,9.81296,55.42486,34.76218,97.65665,64639.0,562.0,27403.0,27378.0,25.0,17824.0,6861.0,8182.0,477.0,2304.0,7797.0,3584.0,4467.0,953.0
11234,八潮市,93363.0,47995.0,45368.0,18.02,5181.1,44.74067,44.9049,11336.0,60281.0,21746.0,12.14185,64.56626,23.29188,5796.0,32288.0,9911.0,12.07626,67.27367,20.65007,5540.0,27993.0,11835.0,12.21125,61.70208,26.08667,105.79042,89426.0,3937.0,42183.0,42054.0,129.0,22483.0,7590.0,11127.0,691.0,3075.0,16728.0,3531.0,3675.0,1402.0
11235,富士見市,111859.0,54871.0,56988.0,19.77,5658.0,45.51086,46.16086,13687.0,70507.0,27665.0,12.23594,63.03203,24.73203,7018.0,35485.0,12368.0,12.79,64.66986,22.54014,6669.0,35022.0,15297.0,11.70246,61.45504,26.84249,96.28518,109094.0,2765.0,50979.0,50908.0,71.0,28090.0,9616.0,13962.0,753.0,3759.0,20045.0,5256.0,5248.0,1339.0
11237,三郷市,142145.0,71486.0,70659.0,30.13,4717.7,46.38408,46.97847,18165.0,85079.0,38901.0,12.7792,59.85367,27.36713,9218.0,44228.0,18040.0,12.89483,61.86946,25.23571,8947.0,40851.0,20861.0,12.66222,57.81429,29.52349,101.17041,137333.0,4812.0,60829.0,60711.0,118.0,36648.0,12698.0,17835.0,1140.0,4975.0,19858.0,7076.0,7262.0,2128.0
11238,蓮田市,61499.0,30468.0,31031.0,27.28,2254.4,49.30855,50.28222,6739.0,34853.0,19907.0,10.9579,56.67247,32.36963,3443.0,17960.0,9065.0,11.30038,58.94709,29.75253,3296.0,16893.0,10842.0,10.62164,54.43911,34.93925,98.18569,60890.0,609.0,25474.0,25439.0,35.0,16631.0,6240.0,7872.0,456.0,2063.0,7058.0,2943.0,4179.0,908.0
11239,坂戸市,100275.0,50041.0,50234.0,41.02,2444.5,47.4979,48.21425,11430.0,59144.0,29701.0,11.39865,58.9818,29.61955,5761.0,30784.0,13496.0,11.51256,61.51756,26.96988,5669.0,28360.0,16205.0,11.28519,56.45579,32.25903,99.6158,97361.0,2914.0,44555.0,44495.0,60.0,25491.0,9406.0,11992.0,725.0,3368.0,16398.0,5409.0,6064.0,1416.0
11240,幸手市,50066.0,24979.0,25087.0,33.93,1475.6,51.07746,53.19662,4920.0,27403.0,17743.0,9.82703,54.73375,35.43922,2554.0,14249.0,8176.0,10.22459,57.04392,32.73149,2366.0,13154.0,9567.0,9.43118,52.43353,38.13529,99.5695,49018.0,1048.0,20851.0,20823.0,28.0,13035.0,4946.0,5814.0,461.0,1814.0,6096.0,2845.0,3455.0,937.0
11241,鶴ヶ島市,70117.0,34585.0,35532.0,17.65,3972.6,47.40984,48.46406,7872.0,41900.0,20345.0,11.22695,59.75726,29.01579,3990.0,21235.0,9360.0,11.53679,61.39945,27.06376,3882.0,20665.0,10985.0,10.92536,58.15884,30.91579,97.3348,68731.0,1386.0,30537.0,30502.0,35.0,18786.0,6887.0,8821.0,492.0,2586.0,10150.0,3421.0,4376.0,766.0
11242,日高市,54571.0,26953.0,27618.0,47.48,1149.3,49.28901,50.60422,6312.0,30139.0,18120.0,11.56658,55.22897,33.20445,3173.0,15398.0,8382.0,11.77234,57.12908,31.09858,3139.0,14741.0,9738.0,11.36578,53.37461,35.25961,97.59215,53770.0,801.0,22379.0,22351.0,28.0,14391.0,5627.0,6535.0,416.0,1813.0,6175.0,2771.0,3919.0,1050.0
11243,吉川市,71979.0,35800.0,36179.0,31.66,2273.5,44.39427,45.36011,10395.0,44246.0,17338.0,14.44171,61.47071,24.08758,5339.0,22552.0,7909.0,14.91341,62.99441,22.09218,5056.0,21694.0,9429.0,13.97496,59.96296,26.06208,98.95243,70415.0,1564.0,27901.0,27876.0,25.0,18342.0,5840.0,9761.0,459.0,2282.0,7073.0,2502.0,3274.0,1300.0
11245,ふじみ野市,113597.0,56085.0,57512.0,14.64,7759.4,46.36777,47.26603,14383.0,69601.0,29613.0,12.66143,61.2701,26.06847,7278.0,35848.0,12959.0,12.97673,63.91727,23.106,7105.0,33753.0,16654.0,12.35394,58.68862,28.95743,97.51878,110659.0,2938.0,49395.0,49338.0,57.0,29185.0,9769.0,14958.0,711.0,3747.0,17400.0,5960.0,5512.0,1324.0
11246,白岡市,52214.0,25764.0,26450.0,24.92,2095.3,47.36996,48.49659,6503.0,30926.0,14785.0,12.45451,59.22933,28.31616,3291.0,15761.0,6712.0,12.77364,61.17451,26.05186,3212.0,15165.0,8073.0,12.14367,57.33459,30.52174,97.40643,51653.0,561.0,20513.0,20484.0,29.0,13810.0,4744.0,7155.0,310.0,1601.0,5052.0,1919.0,2845.0,923.0
11301,伊奈町,44841.0,22539.0,22302.0,14.79,3031.8,44.85831,45.89669,6233.0,27638.0,10970.0,13.90023,61.63556,24.46422,3193.0,14410.0,4936.0,14.16656,63.93363,21.89982,3040.0,13228.0,6034.0,13.63106,59.31307,27.05587,101.06268,44384.0,457.0,17812.0,17793.0,19.0,11544.0,3782.0,6105.0,298.0,1359.0,5017.0,1394.0,2287.0,692.0
11324,三芳町,38434.0,18949.0,19485.0,15.33,2507.1,48.28779,49.33954,4634.0,22242.0,11558.0,12.05703,57.87064,30.07233,2391.0,11424.0,5134.0,12.61808,60.28814,27.09378,2243.0,10818.0,6424.0,11.51142,55.51963,32.96895,97.24917,37680.0,754.0,15035.0,15014.0,21.0,10015.0,3361.0,5077.0,292.0,1285.0,3951.0,1727.0,2131.0,597.0
11326,毛呂山町,35366.0,17534.0,17832.0,34.07,1038.0,49.71391,51.34845,2960.0,20716.0,11690.0,8.36962,58.57603,33.05435,1520.0,10659.0,5355.0,8.66887,60.79046,30.54066,1440.0,10057.0,6335.0,8.07537,56.39861,35.52602,98.32885,34819.0,547.0,15764.0,15722.0,42.0,8196.0,3173.0,3508.0,274.0,1241.0,6457.0,1913.0,2252.0,623.0
11327,越生町,11029.0,5494.0,5535.0,40.39,273.1,52.30388,55.61043,934.0,6098.0,3997.0,8.46858,55.2906,36.24082,472.0,3153.0,1869.0,8.59119,57.38988,34.01893,462.0,2945.0,2128.0,8.34688,53.20687,38.44625,99.25926,10904.0,125.0,4587.0,4578.0,9.0,2855.0,1177.0,1160.0,103.0,415.0,1238.0,625.0,801.0,268.0
11341,滑川町,19732.0,10070.0,9662.0,29.68,664.8,43.98191,44.65982,3063.0,12043.0,4626.0,15.52301,61.03284,23.44415,1559.0,6336.0,2175.0,15.48163,62.91956,21.59881,1504.0,5707.0,2451.0,15.56614,59.06645,25.36742,104.22273,19222.0,510.0,7650.0,7640.0,10.0,4758.0,1503.0,2630.0,112.0,513.0,2212.0,632.0,808.0,383.0
11342,嵐山町,17889.0,8941.0,8948.0,29.92,597.9,50.14828,51.88431,1665.0,10346.0,5878.0,9.3074,57.83442,32.85818,853.0,5393.0,2695.0,9.54032,60.31764,30.14204,812.0,4953.0,3183.0,9.07465,55.35315,35.57219,99.92177,17295.0,594.0,7421.0,7389.0,32.0,4281.0,1625.0,1922.0,116.0,618.0,2394.0,939.0,1085.0,406.0
