駅名,運営会社,路線名,鉄道区分,事業者種別,重複コード2019,データ有無コード2019,備考2019,乗降客数2019
宝ヶ池,叡山電鉄,鞍馬線,12,4,2,1,,0
鞍馬,叡山電鉄,鞍馬線,12,4,1,1,,896
二軒茶屋,叡山電鉄,鞍馬線,12,4,1,1,,1356
二ノ瀬,叡山電鉄,鞍馬線,12,4,1,1,,56
貴船口,叡山電鉄,鞍馬線,12,4,1,1,,703
修学院,叡山電鉄,叡山本線,12,4,1,1,,2892
八瀬比叡山口,叡山電鉄,叡山本線,12,4,1,1,,788
一乗寺,叡山電鉄,叡山本線,12,4,1,1,,2272
出町柳,叡山電鉄,叡山本線,12,4,1,1,,10900
茶山,叡山電鉄,叡山本線,12,4,1,1,,1778
三宅八幡,叡山電鉄,叡山本線,12,4,1,1,,583
元田中,叡山電鉄,叡山本線,12,4,1,1,,906
宝ヶ池,叡山電鉄,叡山本線,12,4,1,1,,795
遠州小松,遠州鉄道,鉄道線,12,4,1,1,,2082
上島,遠州鉄道,鉄道線,12,4,1,1,,3494
浜北,遠州鉄道,鉄道線,12,4,1,1,,3527
遠州芝本,遠州鉄道,鉄道線,12,4,1,1,,1408
自動車学校前,遠州鉄道,鉄道線,12,4,1,1,,2010
八幡,遠州鉄道,鉄道線,12,4,1,1,,2179
遠州病院,遠州鉄道,鉄道線,12,4,1,1,,2006
遠州岩水寺,遠州鉄道,鉄道線,12,4,1,1,,823
新浜松,遠州鉄道,鉄道線,12,4,1,1,,16535
さぎの宮,遠州鉄道,鉄道線,12,4,1,1,,2276
積志,遠州鉄道,鉄道線,12,4,1,1,,1891
美薗中央公園,遠州鉄道,鉄道線,12,4,1,1,,2128
遠州西ヶ崎,遠州鉄道,鉄道線,12,4,1,1,,1790
遠州小林,遠州鉄道,鉄道線,12,4,1,1,,2667
助信,遠州鉄道,鉄道線,12,4,1,1,,2720
曳馬,遠州鉄道,鉄道線,12,4,1,1,,2671
第一通り,遠州鉄道,鉄道線,12,4,1,1,,3174
西鹿島,遠州鉄道,鉄道線,12,4,1,1,天竜浜名湖鉄道・天竜浜名湖線を含む,3416
みなとみらい,横浜高速鉄道,みなとみらい21線,12,5,1,1,,90677
元町・中華街,横浜高速鉄道,みなとみらい21線,12,5,1,1,,63291
新高島,横浜高速鉄道,みなとみらい21線,12,5,1,1,,7039
馬車道,横浜高速鉄道,みなとみらい21線,12,5,1,1,,41627
日本大通り,横浜高速鉄道,みなとみらい21線,12,5,1,1,,27025
横浜,横浜高速鉄道,みなとみらい21線,12,5,1,1,,0
吉野町,横浜市,1号線,12,3,1,1,,16066
阪東橋,横浜市,1号線,12,3,1,1,,21344
港南中央,横浜市,1号線,12,3,1,1,,19627
伊勢佐木長者町,横浜市,1号線,12,3,1,1,,16734
上大岡,横浜市,1号線,12,3,1,1,,73500
弘明寺,横浜市,1号線,12,3,1,1,,20278
蒔田,横浜市,1号線,12,3,1,1,,22959
関内,横浜市,1号線,12,3,2,1,,0
湘南台,横浜市,1号線,12,3,1,1,,48023
踊場,横浜市,1号線,12,3,1,1,,19146
舞岡,横浜市,1号線,12,3,1,1,,5667
上永谷,横浜市,1号線,12,3,1,1,,37146
下永谷,横浜市,1号線,12,3,1,1,,11360
中田,横浜市,1号線,12,3,1,1,,18030
立場,横浜市,1号線,12,3,1,1,,22586
戸塚,横浜市,1号線,12,3,1,1,,88836
下飯田,横浜市,1号線,12,3,1,1,,6571
仲町台,横浜市,3号線,12,3,1,1,,33642
高島町,横浜市,3号線,12,3,1,1,,10680
北新横浜,横浜市,3号線,12,3,1,1,,12471
三ツ沢上町,横浜市,3号線,12,3,1,1,,16736
新羽,横浜市,3号線,12,3,1,1,,21430
岸根公園,横浜市,3号線,12,3,1,1,,11884
片倉町,横浜市,3号線,12,3,1,1,,21979
三ツ沢下町,横浜市,3号線,12,3,1,1,,12592
横浜,横浜市,3号線,12,3,1,1,,144044
センター北,横浜市,3号線,12,3,1,1,,60889
新横浜,横浜市,3号線,12,3,1,1,,72750
桜木町,横浜市,3号線,12,3,1,1,,39231
関内,横浜市,3号線,12,3,1,1,,46816
センター南,横浜市,3号線,12,3,1,1,,58579
あざみ野,横浜市,3号線,12,3,1,1,,80055
中川,横浜市,3号線,12,3,1,1,,18872
八景島,横浜シーサイドライン,金沢シーサイドライン,24,5,1,1,,4770
産業振興センター,横浜シーサイドライン,金沢シーサイドライン,24,5,1,1,,4621
野島公園,横浜シーサイドライン,金沢シーサイドライン,24,5,1,1,,2882
幸浦,横浜シーサイドライン,金沢シーサイドライン,24,5,1,1,,5617
海の公園柴口,横浜シーサイドライン,金沢シーサイドライン,24,5,1,1,,2091
並木北,横浜シーサイドライン,金沢シーサイドライン,24,5,1,1,,3582
鳥浜,横浜シーサイドライン,金沢シーサイドライン,24,5,1,1,,6810
金沢八景,横浜シーサイドライン,金沢シーサイドライン,24,5,1,1,,16044
並木中央,横浜シーサイドライン,金沢シーサイドライン,24,5,1,1,,5265
新杉田,横浜シーサイドライン,金沢シーサイドライン,24,5,1,1,,33368
海の公園南口,横浜シーサイドライン,金沢シーサイドライン,24,5,1,1,,1618
南部市場,横浜シーサイドライン,金沢シーサイドライン,24,5,1,1,,3044
福浦,横浜シーサイドライン,金沢シーサイドライン,24,5,1,1,,4154
市大医学部,横浜シーサイドライン,金沢シーサイドライン,24,5,1,1,,11397
柳川,岡山電気軌道,清輝橋線,21,4,2,1,,0
田町,岡山電気軌道,清輝橋線,21,4,1,1,,175
郵便局前,岡山電気軌道,清輝橋線,21,4,1,1,,548
新西大寺町筋,岡山電気軌道,清輝橋線,21,4,1,1,,164
大雲寺前,岡山電気軌道,清輝橋線,21,4,1,1,,150
清輝橋,岡山電気軌道,清輝橋線,21,4,1,1,,653
西川緑道公園,岡山電気軌道,東山本線,21,4,1,1,,389
岡山駅前,岡山電気軌道,東山本線,21,4,1,1,,7281
西大寺町,岡山電気軌道,東山本線,21,4,1,1,,536
東山・おかでんミュージアム,岡山電気軌道,東山本線,21,4,1,1,,2796
柳川,岡山電気軌道,東山本線,21,4,1,1,,470
県庁通り,岡山電気軌道,東山本線,21,4,1,1,,1826
門田屋敷,岡山電気軌道,東山本線,21,4,1,1,,596
城下,岡山電気軌道,東山本線,21,4,1,1,,2209
中納言,岡山電気軌道,東山本線,21,4,1,1,,302
小橋,岡山電気軌道,東山本線,21,4,1,1,,201
壺川,沖縄都市モノレール,沖縄都市モノレール線,23,5,1,1,,4151
牧志,沖縄都市モノレール,沖縄都市モノレール線,23,5,1,1,,6918
安里,沖縄都市モノレール,沖縄都市モノレール線,23,5,1,1,,4684
県庁前,沖縄都市モノレール,沖縄都市モノレール線,23,5,1,1,,14242
美栄橋,沖縄都市モノレール,沖縄都市モノレール線,23,5,1,1,,6394
旭橋,沖縄都市モノレール,沖縄都市モノレール線,23,5,1,1,,8749
儀保,沖縄都市モノレール,沖縄都市モノレール線,23,5,1,1,,2973
那覇空港,沖縄都市モノレール,沖縄都市モノレール線,23,5,1,1,,14008
首里,沖縄都市モノレール,沖縄都市モノレール線,23,5,1,1,,6715
おもろまち,沖縄都市モノレール,沖縄都市モノレール線,23,5,1,1,,11586
市立病院前,沖縄都市モノレール,沖縄都市モノレール線,23,5,1,1,,1897
小禄,沖縄都市モノレール,沖縄都市モノレール線,23,5,1,1,,7707
赤嶺,沖縄都市モノレール,沖縄都市モノレール線,23,5,1,1,,4841
奥武山公園,沖縄都市モノレール,沖縄都市モノレール線,23,5,1,1,,4438
養鱒公園,会津鉄道,会津線,12,5,1,1,,18
七ヶ岳登山口,会津鉄道,会津線,12,5,1,1,,9
湯野上温泉,会津鉄道,会津線,12,5,1,1,,236
芦ノ牧温泉,会津鉄道,会津線,12,5,1,1,,158
南若松,会津鉄道,会津線,12,5,1,1,,37
田島高校前,会津鉄道,会津線,12,5,1,1,,118
会津荒海,会津鉄道,会津線,12,5,1,1,,46
ふるさと公園,会津鉄道,会津線,12,5,1,1,,35
中荒井,会津鉄道,会津線,12,5,1,1,,12
会津下郷,会津鉄道,会津線,12,5,1,1,,141
門田,会津鉄道,会津線,12,5,1,1,,2
塔のへつり,会津鉄道,会津線,12,5,1,1,,55
会津田島,会津鉄道,会津線,12,5,1,1,,561
あまや,会津鉄道,会津線,12,5,1,1,,12
会津山村道場,会津鉄道,会津線,12,5,1,1,,7
芦ノ牧温泉南,会津鉄道,会津線,12,5,1,1,,10
大川ダム公園,会津鉄道,会津線,12,5,1,1,,2
会津長野,会津鉄道,会津線,12,5,1,1,,14
弥五島,会津鉄道,会津線,12,5,1,1,,55
西若松,会津鉄道,会津線,12,5,1,3,,0
会津高原尾瀬口,会津鉄道,会津線,12,5,1,1,,0
岳南原田,岳南電車,岳南線,12,4,1,1,,251
須津,岳南電車,岳南線,12,4,1,1,,163
ジヤトコ前(ジヤトコ1地区前),岳南電車,岳南線,12,4,1,1,,124
比奈,岳南電車,岳南線,12,4,1,1,,122
岳南富士岡,岳南電車,岳南線,12,4,1,1,,337
吉原,岳南電車,岳南線,12,4,1,1,,1871
吉原本町,岳南電車,岳南線,12,4,1,1,,971
岳南江尾,岳南電車,岳南線,12,4,1,1,,167
本吉原,岳南電車,岳南線,12,4,1,1,,318
神谷,岳南電車,岳南線,12,4,1,1,,130
基山,甘木鉄道,甘木線,12,5,1,1,,841
松崎,甘木鉄道,甘木線,12,5,1,1,,330
大板井,甘木鉄道,甘木線,12,5,1,1,,70
高田,甘木鉄道,甘木線,12,5,1,1,,67
小郡,甘木鉄道,甘木線,12,5,1,1,,1021
立野,甘木鉄道,甘木線,12,5,1,1,,112
今隈,甘木鉄道,甘木線,12,5,1,1,,118
西太刀洗,甘木鉄道,甘木線,12,5,1,1,,184
山隈,甘木鉄道,甘木線,12,5,1,1,,228
甘木,甘木鉄道,甘木線,12,5,1,1,,695
太刀洗,甘木鉄道,甘木線,12,5,1,1,,260
黒部ダム,関西電力,関西電力,17,4,3,4,,0
扇沢,関西電力,関西電力,17,4,3,4,,0
大宝,関東鉄道,常総線,12,4,1,1,,105
黒子,関東鉄道,常総線,12,4,1,1,,168
下館,関東鉄道,常総線,12,4,1,1,,0
騰波ノ江,関東鉄道,常総線,12,4,1,1,,67
下妻,関東鉄道,常総線,12,4,1,1,,1845
大田郷,関東鉄道,常総線,12,4,1,1,,337
中妻,関東鉄道,常総線,12,4,1,1,,209
寺原,関東鉄道,常総線,12,4,1,1,,2018
宗道,関東鉄道,常総線,12,4,1,1,,213
戸頭,関東鉄道,常総線,12,4,1,1,,4347
取手,関東鉄道,常総線,12,4,1,1,,11465
北水海道,関東鉄道,常総線,12,4,1,1,,505
石下,関東鉄道,常総線,12,4,1,1,,913
守谷,関東鉄道,常総線,12,4,1,1,,14638
新取手,関東鉄道,常総線,12,4,1,1,,1962
西取手,関東鉄道,常総線,12,4,1,1,,2575
南守谷,関東鉄道,常総線,12,4,1,1,,2495
稲戸井,関東鉄道,常総線,12,4,1,1,,1458
小絹,関東鉄道,常総線,12,4,1,1,,2008
南石下,関東鉄道,常総線,12,4,1,1,,317
三妻,関東鉄道,常総線,12,4,1,1,,205
玉村,関東鉄道,常総線,12,4,1,1,,92
水海道,関東鉄道,常総線,12,4,1,1,,2969
新守谷,関東鉄道,常総線,12,4,1,1,,3079
入地,関東鉄道,竜ヶ崎線,12,4,1,1,,67
竜ヶ崎,関東鉄道,竜ヶ崎線,12,4,1,1,,2253
佐貫,関東鉄道,竜ヶ崎線,12,4,1,1,東日本旅客鉄道・常磐線を含む,2305
紀伊御坊,紀州鉄道,紀州鉄道線,12,4,1,1,,60
御坊,紀州鉄道,紀州鉄道線,12,4,1,1,,0
市役所前,紀州鉄道,紀州鉄道線,12,4,1,1,,40
西御坊,紀州鉄道,紀州鉄道線,12,4,1,1,,40
学門,紀州鉄道,紀州鉄道線,12,4,1,1,,70
井の頭公園,京王電鉄,井の頭線,12,4,1,1,,6814
吉祥寺,京王電鉄,井の頭線,12,4,1,1,,146901
三鷹台,京王電鉄,井の頭線,12,4,1,1,,22072
駒場東大前,京王電鉄,井の頭線,12,4,1,1,,37851
神泉,京王電鉄,井の頭線,12,4,1,1,,11328
明大前,京王電鉄,井の頭線,12,4,2,1,,0
渋谷,京王電鉄,井の頭線,12,4,1,1,,360655
永福町,京王電鉄,井の頭線,12,4,1,1,,33308
東松原,京王電鉄,井の頭線,12,4,1,1,,18499
浜田山,京王電鉄,井の頭線,12,4,1,1,,30158
新代田,京王電鉄,井の頭線,12,4,1,1,,9619
高井戸,京王電鉄,井の頭線,12,4,1,1,,44197
久我山,京王電鉄,井の頭線,12,4,1,1,,40879
富士見ヶ丘,京王電鉄,井の頭線,12,4,1,1,,13958
下北沢,京王電鉄,井の頭線,12,4,1,1,,115580
池ノ上,京王電鉄,井の頭線,12,4,1,1,,9466
西永福,京王電鉄,井の頭線,12,4,1,1,,18838
仙川,京王電鉄,京王線,12,4,1,1,,82714
代田橋,京王電鉄,京王線,12,4,1,1,,20131
笹塚,京王電鉄,京王線,12,4,1,1,,82813
幡ヶ谷,京王電鉄,京王線,12,4,1,1,,32604
桜上水,京王電鉄,京王線,12,4,1,1,,38001
八幡山,京王電鉄,京王線,12,4,1,1,,43346
芦花公園,京王電鉄,京王線,12,4,1,1,,14929
新宿,京王電鉄,京王線,12,4,1,1,東京都、12号線大江戸線を含む,932410
下高井戸,京王電鉄,京王線,12,4,1,1,,44833
上北沢,京王電鉄,京王線,12,4,1,1,,15942
明大前,京王電鉄,京王線,12,4,1,1,,110961
初台,京王電鉄,京王線,12,4,1,1,,65172
千歳烏山,京王電鉄,京王線,12,4,1,1,,83257
新宿,京王電鉄,京王線,12,4,2,1,,0
調布,京王電鉄,京王線,12,4,1,1,,130065
高幡不動,京王電鉄,京王線,12,4,1,1,,58426
北野,京王電鉄,京王線,12,4,1,1,,23006
飛田給,京王電鉄,京王線,12,4,1,1,,28284
長沼,京王電鉄,京王線,12,4,1,1,,4034
つつじヶ丘,京王電鉄,京王線,12,4,1,1,,45169
柴崎,京王電鉄,京王線,12,4,1,1,,18042
中河原,京王電鉄,京王線,12,4,1,1,,25845
東府中,京王電鉄,京王線,12,4,1,1,,21274
武蔵野台,京王電鉄,京王線,12,4,1,1,,26232
百草園,京王電鉄,京王線,12,4,1,1,,7620
布田,京王電鉄,京王線,12,4,1,1,,16784
平山城址公園,京王電鉄,京王線,12,4,1,1,,8402
多磨霊園,京王電鉄,京王線,12,4,1,1,,13046
国領,京王電鉄,京王線,12,4,1,1,,38713
京王八王子,京王電鉄,京王線,12,4,1,1,,58124
分倍河原,京王電鉄,京王線,12,4,1,1,,95121
西調布,京王電鉄,京王線,12,4,1,1,,17610
南平,京王電鉄,京王線,12,4,1,1,,10722
聖蹟桜ヶ丘,京王電鉄,京王線,12,4,1,1,,65246
府中,京王電鉄,京王線,12,4,1,1,,88769
東府中,京王電鉄,競馬場線,12,4,2,1,,0
府中競馬正門前,京王電鉄,競馬場線,12,4,1,1,,2922
高尾,京王電鉄,高尾線,12,4,1,1,,26683
山田,京王電鉄,高尾線,12,4,1,1,,5231
めじろ台,京王電鉄,高尾線,12,4,1,1,,16780
京王片倉,京王電鉄,高尾線,12,4,1,1,,5054
北野,京王電鉄,高尾線,12,4,2,1,,0
高尾山口,京王電鉄,高尾線,12,4,1,1,,10431
狭間,京王電鉄,高尾線,12,4,1,1,,7820
京王よみうりランド,京王電鉄,相模原線,12,4,1,1,,13687
橋本,京王電鉄,相模原線,12,4,1,1,,98086
京王堀之内,京王電鉄,相模原線,12,4,1,1,,32280
南大沢,京王電鉄,相模原線,12,4,1,1,,63422
京王多摩センター,京王電鉄,相模原線,12,4,1,1,,90353
多摩境,京王電鉄,相模原線,12,4,1,1,,20530
若葉台,京王電鉄,相模原線,12,4,1,1,,26954
京王永山,京王電鉄,相模原線,12,4,1,1,,46013
稲城,京王電鉄,相模原線,12,4,1,1,,21522
調布,京王電鉄,相模原線,12,4,2,1,,0
京王稲田堤,京王電鉄,相模原線,12,4,1,1,,57300
京王多摩川,京王電鉄,相模原線,12,4,1,1,,17021
多摩動物公園,京王電鉄,動物園線,12,4,1,1,,6073
高幡不動,京王電鉄,動物園線,12,4,2,1,,0
宇治,京阪電気鉄道,宇治線,12,4,1,1,,5812
木幡,京阪電気鉄道,宇治線,12,4,1,1,,5014
桃山南口,京阪電気鉄道,宇治線,12,4,1,1,,4592
中書島,京阪電気鉄道,宇治線,12,4,2,1,,0
六地蔵,京阪電気鉄道,宇治線,12,4,1,1,,8853
黄檗,京阪電気鉄道,宇治線,12,4,1,1,,5137
三室戸,京阪電気鉄道,宇治線,12,4,1,1,,3929
観月橋,京阪電気鉄道,宇治線,12,4,1,1,,4212
神宮丸太町,京阪電気鉄道,鴨東線,12,4,1,1,,8197
出町柳,京阪電気鉄道,鴨東線,12,4,1,1,,38208
三条,京阪電気鉄道,鴨東線,12,4,2,1,,0
清水五条,京阪電気鉄道,京阪本線,21,4,1,1,,9375
祇園四条,京阪電気鉄道,京阪本線,21,4,1,1,,55733
東福寺,京阪電気鉄道,京阪本線,12,4,1,1,,17200
七条,京阪電気鉄道,京阪本線,21,4,1,1,,14102
三条,京阪電気鉄道,京阪本線,21,4,1,1,,37884
中書島,京阪電気鉄道,京阪本線,12,4,2,1,,0
香里園,京阪電気鉄道,京阪本線,12,4,1,1,,49740
大和田,京阪電気鉄道,京阪本線,12,4,1,1,,18526
淀,京阪電気鉄道,京阪本線,12,4,1,1,,15642
守口市,京阪電気鉄道,京阪本線,12,4,1,1,,31033
樟葉,京阪電気鉄道,京阪本線,12,4,1,1,,53290
伏見桃山,京阪電気鉄道,京阪本線,12,4,1,1,,10469
御殿山,京阪電気鉄道,京阪本線,12,4,1,1,,11454
枚方公園,京阪電気鉄道,京阪本線,12,4,1,1,,17919
萱島,京阪電気鉄道,京阪本線,12,4,1,1,,23393
寝屋川市,京阪電気鉄道,京阪本線,12,4,1,1,,52861
中書島,京阪電気鉄道,京阪本線,12,4,1,1,,12271
西三荘,京阪電気鉄道,京阪本線,12,4,1,1,,16085
伏見稲荷,京阪電気鉄道,京阪本線,12,4,1,1,,13700
丹波橋,京阪電気鉄道,京阪本線,12,4,1,1,,43918
藤森,京阪電気鉄道,京阪本線,12,4,1,1,,12315
門真市,京阪電気鉄道,京阪本線,12,4,1,1,,24766
橋本,京阪電気鉄道,京阪本線,12,4,1,1,,4963
墨染,京阪電気鉄道,京阪本線,12,4,1,1,,7621
光善寺,京阪電気鉄道,京阪本線,12,4,1,1,,17545
石清水八幡宮,京阪電気鉄道,京阪本線,12,4,1,1,改称,8642
鳥羽街道,京阪電気鉄道,京阪本線,12,4,1,1,,3006
枚方市,京阪電気鉄道,京阪本線,12,4,1,1,,80389
龍谷大前深草,京阪電気鉄道,京阪本線,12,4,1,1,改称,8844
古川橋,京阪電気鉄道,京阪本線,12,4,1,1,,18935
牧野,京阪電気鉄道,京阪本線,12,4,1,1,,19294
土居,京阪電気鉄道,京阪本線,12,4,1,1,,4754
北浜,京阪電気鉄道,京阪本線,12,4,1,1,,30708
淀屋橋,京阪電気鉄道,京阪本線,12,4,1,1,,93548
天満橋,京阪電気鉄道,京阪本線,12,4,1,1,,47507
京橋,京阪電気鉄道,京阪本線,12,4,2,1,,0
森小路,京阪電気鉄道,京阪本線,12,4,1,1,,8238
千林,京阪電気鉄道,京阪本線,12,4,1,1,,7742
関目,京阪電気鉄道,京阪本線,12,4,1,1,,12007
京橋,京阪電気鉄道,京阪本線,12,4,1,1,,150426
野江,京阪電気鉄道,京阪本線,12,4,1,1,,11619
滝井,京阪電気鉄道,京阪本線,12,4,1,1,,5266
上栄町,京阪電気鉄道,京津線,21,4,1,1,,1483
四宮,京阪電気鉄道,京津線,21,4,1,1,,2137
大谷,京阪電気鉄道,京津線,21,4,1,1,,333
京阪山科,京阪電気鉄道,京津線,21,4,1,1,,3877
追分,京阪電気鉄道,京津線,21,4,1,1,,1507
びわ湖浜大津,京阪電気鉄道,京津線,21,4,2,1,,0
御陵,京阪電気鉄道,京津線,21,4,1,1,,0
河内森,京阪電気鉄道,交野線,12,4,1,1,,8653
宮之阪,京阪電気鉄道,交野線,12,4,1,1,,5009
星ヶ丘,京阪電気鉄道,交野線,12,4,1,1,,4285
私市,京阪電気鉄道,交野線,12,4,1,1,,2416
交野市,京阪電気鉄道,交野線,12,4,1,1,,8887
村野,京阪電気鉄道,交野線,12,4,1,1,,4541
郡津,京阪電気鉄道,交野線,12,4,1,1,,5703
枚方市,京阪電気鉄道,交野線,12,4,2,1,,0
ケーブル八幡宮山上,京阪電気鉄道,鋼索線,13,4,1,1,改称,1132
ケーブル八幡宮口,京阪電気鉄道,鋼索線,13,4,1,1,改称,1132
南滋賀,京阪電気鉄道,石山坂本線,21,4,1,1,,1905
石場,京阪電気鉄道,石山坂本線,21,4,1,1,,2566
三井寺,京阪電気鉄道,石山坂本線,21,4,1,1,,1544
膳所本町,京阪電気鉄道,石山坂本線,21,4,1,1,,2570
錦,京阪電気鉄道,石山坂本線,21,4,1,1,,1678
京阪石山,京阪電気鉄道,石山坂本線,21,4,1,1,,6958
びわ湖浜大津,京阪電気鉄道,石山坂本線,21,4,1,1,,5373
粟津,京阪電気鉄道,石山坂本線,21,4,1,1,,1228
京阪大津京,京阪電気鉄道,石山坂本線,21,4,1,1,,5747
滋賀里,京阪電気鉄道,石山坂本線,21,4,1,1,,1763
京阪膳所,京阪電気鉄道,石山坂本線,21,4,1,1,,5129
坂本比叡山口,京阪電気鉄道,石山坂本線,21,4,1,1,,2246
松ノ馬場,京阪電気鉄道,石山坂本線,21,4,1,1,,1399
近江神宮前,京阪電気鉄道,石山坂本線,21,4,1,1,,1246
大津市役所前,京阪電気鉄道,石山坂本線,21,4,1,1,,2042
瓦ヶ浜,京阪電気鉄道,石山坂本線,21,4,1,1,,1329
中ノ庄,京阪電気鉄道,石山坂本線,21,4,1,1,,1503
穴太,京阪電気鉄道,石山坂本線,21,4,1,1,,814
島ノ関,京阪電気鉄道,石山坂本線,21,4,1,1,,1966
石山寺,京阪電気鉄道,石山坂本線,21,4,1,1,,1941
唐橋前,京阪電気鉄道,石山坂本線,21,4,1,1,,1507
青砥,京成電鉄,押上線,12,4,2,1,,0
京成曳舟,京成電鉄,押上線,12,4,1,1,,19791
押上（スカイツリー前）,京成電鉄,押上線,12,4,1,1,東京都・1号線浅草線を含む,225293
八広,京成電鉄,押上線,12,4,1,1,,12678
四ツ木,京成電鉄,押上線,12,4,1,1,,16982
京成立石,京成電鉄,押上線,12,4,1,1,,39010
京成高砂,京成電鉄,金町線,12,4,2,1,,0
京成金町,京成電鉄,金町線,12,4,1,1,,25352
柴又,京成電鉄,金町線,12,4,1,1,,9631
