都道府県名,都道府県・市区町村名,都道府県・市区町村名（英語）,市などの別,総数（人）,男（人）,女（人）,2015年（平成27年）の人口（組替）（人）,5年間の人口増減数（人）,5年間の人口増減率（％）,面積（参考）（km2）,人口密度（人/km2）,平均年齢（歳）,年齢中位数（歳）,年齢別人口（男女「総数」）15歳未満（人）,年齢別人口（男女「総数」）15～64歳（人）,年齢別人口（男女「総数」）65歳以上（人）,人口構成比［年齢別］(男女「総数」）15歳未満（％）,人口構成比［年齢別］(男女「総数」）15～64歳（％）,人口構成比［年齢別］(男女「総数」）65歳以上（％）,年齢別人口（男）15歳未満（人）,年齢別人口（男）15～64歳（人）,年齢別人口（男）65歳以上（人）,人口構成比［年齢別］(男）15歳未満（％）,人口構成比［年齢別］(男）15～64歳（％）,人口構成比［年齢別］(男）65歳以上（％）,年齢別人口（女）15歳未満（人）,年齢別人口（女）15～64歳（人）,年齢別人口（女）65歳以上（人）,人口構成比［年齢別］(女）15歳未満（％）,人口構成比［年齢別］(女）15～64歳（％）,人口構成比［年齢別］(女）65歳以上（％）,人口性比（％）,日本人（人）,外国人（人）,総世帯（世帯）,一般世帯（世帯）,施設等の世帯（世帯）,2015年（平成27年）の世帯数（組替）（世帯）,一般世帯（世帯）,核家族世帯（世帯）,夫婦のみの世帯（世帯）,夫婦と子供から成る世帯（世帯）,男親と子供から成る世帯（世帯）,女親と子供から成る世帯（世帯）,単独世帯（世帯）,65歳以上の単独世帯（世帯）,夫65歳以上，妻60歳以上の夫婦のみの世帯（世帯）,3世代世帯（世帯）
04_宮城県,04445_加美町,Kami-machi,3,21943,10767,11176,23743,-1800,-7.58118,460.67,47.6,52.16627,56.39744,2327,11475,8141,10.60475,52.29458,37.10067,1175,6007,3585,10.91297,55.79084,33.29618,1152,5468,4556,10.3078,48.92627,40.76593,96.34037,21779,164,7641,7631,10,7564,7631,3702,1344,1524,144,690,1778,942,962,1467
04_宮城県,04501_涌谷町,Wakuya-cho,3,15388,7520,7868,16701,-1313,-7.8618,82.16,187.3,52.66344,57.16915,1471,8119,5798,9.5594,52.76189,37.67871,737,4242,2541,9.80053,56.40957,33.78989,734,3877,3257,9.32893,49.27555,41.39553,95.57702,15330,58,5452,5430,22,5476,5430,2907,1007,1246,122,532,1276,716,710,848
04_宮城県,04505_美里町,Misato-machi,3,23994,11616,12378,24852,-858,-3.45244,74.99,320,51.17271,53.99259,2628,12813,8553,10.95274,53.40085,35.64641,1347,6597,3672,11.59607,56.79236,31.61157,1281,6216,4881,10.34901,50.21813,39.43286,93.84392,23929,65,8565,8532,33,8343,8532,4814,1684,2128,153,849,1942,1000,1141,1239
04_宮城県,04581_女川町,Onagawa-cho,3,6430,3351,3079,6334,96,1.51563,65.35,98.4,51.67341,53.81481,521,3572,2337,8.10264,55.5521,36.34526,263,2067,1021,7.8484,61.68308,30.46852,258,1505,1316,8.37934,48.87951,42.74115,108.83404,6218,212,3166,3135,31,3154,3135,1342,563,483,50,246,1512,476,407,161
04_宮城県,04606_南三陸町,Minamisanriku-cho,3,12225,5980,6245,12370,-145,-1.17219,163.4,74.8,53.95031,57.78093,1124,6391,4710,9.19427,52.27812,38.52761,573,3303,2104,9.58194,55.23411,35.18395,551,3088,2606,8.82306,49.44756,41.72938,95.75661,12061,164,4282,4273,9,4041,4273,1956,691,748,95,422,1092,513,464,837
05_秋田県,05000_秋田県,Akita-ken,a,959502,452439,507063,1023119,-63617,-6.21795,11637.52,82.4,52.89928,56.44966,92855,506960,359687,9.67742,52.83574,37.48684,47526,255856,149057,10.5044,56.55039,32.94521,45329,251104,210630,8.93952,49.52126,41.53922,89.22737,955659,3843,385187,383531,1656,388560,383531,203177,81772,81097,5755,34553,117169,55437,52719,39453
05_秋田県,05201_秋田市,Akita-shi,2,307672,145411,162261,315814,-8142,-2.5781,906.07,339.6,49.71592,51.34943,32924,177299,97449,10.70101,57.62598,31.67302,16859,87749,40803,11.59403,60.3455,28.06046,16065,89550,56646,9.90072,55.18886,34.91042,89.6155,306346,1326,136952,136634,318,135318,136634,75691,30381,32259,1672,11379,49576,17709,17576,6123
05_秋田県,05202_能代市,Noshiro-shi,2,49968,22932,27036,54730,-4762,-8.7009,426.95,117,55.26161,59.33382,4231,24962,20775,8.46742,49.95597,41.57661,2179,12541,8212,9.50201,54.68777,35.81022,2052,12421,12563,7.58988,45.94245,46.46767,84.82024,49760,208,21191,21076,115,22371,21076,11333,4808,4131,338,2056,6854,3934,3254,1680
05_秋田県,05203_横手市,Yokote-shi,2,85555,40326,45229,92197,-6642,-7.20414,692.8,123.5,53.73685,57.94498,8532,43594,33429,9.97253,50.95436,39.07311,4360,21944,14022,10.81188,54.41651,34.77161,4172,21650,19407,9.22417,47.86752,42.90831,89.15961,85174,381,31109,31013,96,31463,31013,15852,6424,6235,495,2698,7551,4025,4254,5011
05_秋田県,05204_大館市,Odate-shi,2,69237,32551,36686,74175,-4938,-6.65723,913.22,75.8,53.75161,57.55672,6488,35598,27151,9.37071,51.41471,39.21458,3361,18118,11072,10.32534,55.66035,34.01432,3127,17480,16079,8.52369,47.6476,43.82871,88.72867,68924,313,28044,27959,85,28242,27959,14597,5860,5566,443,2728,8669,4504,3864,2917
05_秋田県,05206_男鹿市,Oga-shi,2,25154,11860,13294,28375,-3221,-11.35154,241.09,104.3,58.10364,63.45093,1729,11559,11866,6.87366,45.95293,47.17341,890,5930,5040,7.50422,50,42.49578,839,5629,6826,6.31112,42.34241,51.34647,89.21318,25110,44,10492,10447,45,11147,10447,5928,2674,2067,182,1005,3099,2071,2042,766
05_秋田県,05207_湯沢市,Yuzawa-shi,2,42091,20115,21976,46613,-4522,-9.70116,790.91,53.2,55.08041,59.43818,3614,21533,16944,8.58616,51.1582,40.25564,1875,11066,7174,9.3214,55.01367,35.66493,1739,10467,9770,7.91318,47.62923,44.45759,91.53167,41977,114,15685,15620,65,16384,15620,7947,3207,2989,312,1439,3944,2211,2168,2396
05_秋田県,05209_鹿角市,Kazuno-shi,2,29088,13684,15404,32038,-2950,-9.20782,707.52,41.1,54.51038,59.09932,2880,14325,11883,9.90099,49.24711,40.8519,1432,7482,4770,10.46478,54.677,34.85823,1448,6843,7113,9.40016,44.42353,46.17632,88.83407,28997,91,10978,10932,46,11508,10932,5333,2114,1976,202,1041,3140,1868,1474,1591
05_秋田県,05210_由利本荘市,Yurihonjo-shi,2,74707,35842,38865,79927,-5220,-6.53096,1209.59,61.8,52.51778,56.21747,7470,39365,27872,9.99906,52.69252,37.30842,3835,20424,11583,10.69974,56.98343,32.31683,3635,18941,16289,9.35289,48.73537,41.91175,92.22179,74434,273,28362,28251,111,28349,28251,14069,5274,5813,420,2562,8404,3691,3496,3806
05_秋田県,05211_潟上市,Katagami-shi,2,31720,14967,16753,33083,-1363,-4.11994,97.72,324.6,51.54647,54.3489,3272,17195,11253,10.31526,54.2087,35.47604,1709,8565,4693,11.41845,57.2259,31.35565,1563,8630,6560,9.32967,51.51316,39.15717,89.33922,31633,87,12287,12250,37,12023,12250,7299,2804,3148,195,1152,3107,1664,1756,1151
05_秋田県,05212_大仙市,Daisen-shi,2,77657,36287,41370,82783,-5126,-6.19209,866.79,89.6,53.50077,57.53443,7637,40029,29991,9.83427,51.5459,38.61983,3894,20093,12300,10.73112,55.37245,33.89644,3743,19936,17691,9.04762,48.18951,42.76287,87.71332,77426,231,28370,28275,95,28198,28275,14286,5496,5719,465,2606,7142,3924,3600,4549
05_秋田県,05213_北秋田市,Kitaakita-shi,2,30198,14157,16041,33224,-3026,-9.10787,1152.76,26.2,56.86055,61.61644,2438,14310,13450,8.07338,47.38724,44.53937,1235,7454,5468,8.7236,52.6524,38.624,1203,6856,7982,7.49953,42.74048,49.75999,88.2551,30056,142,11799,11727,72,12222,11727,5914,2576,2040,163,1135,3520,2208,1887,1413
05_秋田県,05214_にかほ市,Nikaho-shi,2,23435,11218,12217,25324,-1889,-7.45933,241.13,97.2,53.56913,57.47161,2244,12051,9140,9.57542,51.42309,39.00149,1113,6287,3818,9.92155,56.04386,34.03459,1131,5764,5322,9.25759,47.18016,43.56225,91.82287,23351,84,8635,8613,22,8804,8613,4648,1816,1857,148,827,2120,1144,1213,1246
05_秋田県,05215_仙北市,Semboku-shi,2,24610,11408,13202,27523,-2913,-10.58388,1093.56,22.5,55.68367,60.63255,2147,11903,10560,8.7241,48.36652,42.90939,1059,5993,4356,9.28296,52.53331,38.18373,1088,5910,6204,8.24118,44.76594,46.99288,86.41115,24521,89,9252,9220,32,9594,9220,4385,1826,1495,154,910,2545,1506,1319,1514
05_秋田県,05303_小坂町,Kosaka-machi,3,4780,2232,2548,5339,-559,-10.47013,201.7,23.7,57.22594,61.77778,354,2281,2145,7.40586,47.71967,44.87448,184,1188,860,8.24373,53.22581,38.53047,170,1093,1285,6.6719,42.89639,50.43171,87.59812,4747,33,2043,2029,14,2168,2029,1008,458,312,26,212,703,419,323,175
05_秋田県,05327_上小阿仁村,Kamikoani-mura,3,2063,986,1077,2381,-318,-13.35573,256.72,8,61.70795,66.66071,117,839,1107,5.67135,40.66893,53.65972,60,458,468,6.08519,46.4503,47.4645,57,381,639,5.29248,35.37604,59.33148,91.5506,2042,21,830,825,5,918,825,425,206,128,12,79,261,201,165,78
05_秋田県,05346_藤里町,Fujisato-machi,3,2896,1380,1516,3359,-463,-13.78386,282.13,10.3,59.02348,64.23913,200,1283,1413,6.90608,44.30249,48.79144,103,674,603,7.46377,48.84058,43.69565,97,609,810,6.39842,40.1715,53.43008,91.02902,2870,26,1126,1117,9,1215,1117,545,244,159,18,124,308,218,193,155
05_秋田県,05348_三種町,Mitane-cho,3,15254,7034,8220,17078,-1824,-10.68041,247.98,61.5,57.55087,62.55957,1167,7152,6935,7.65045,46.88606,45.46348,565,3637,2832,8.03241,51.706,40.26159,602,3515,4103,7.3236,42.76156,49.91484,85.57178,15208,46,5740,5707,33,6010,5707,2993,1276,1025,111,581,1441,1026,947,772
05_秋田県,05349_八峰町,Happou-cho,3,6577,3071,3506,7309,-732,-10.01505,234.14,28.1,58.17751,62.97826,442,3099,3036,6.72039,47.11875,46.16086,221,1605,1245,7.19635,52.26311,40.54054,221,1494,1791,6.30348,42.61266,51.08386,87.5927,6529,48,2615,2605,10,2706,2605,1340,581,451,59,249,725,479,446,337
05_秋田県,05361_五城目町,Gojome-machi,3,8538,3985,4553,9463,-925,-9.77491,214.92,39.7,58.09311,63.54967,596,3904,4038,6.98056,45.72499,47.29445,296,1998,1691,7.42785,50.13802,42.43413,300,1906,2347,6.58906,41.86251,51.54843,87.52471,8520,18,3351,3336,15,3573,3336,1743,791,598,41,313,924,618,621,424
05_秋田県,05363_八郎潟町,Hachirogata-machi,3,5583,2534,3049,6080,-497,-8.17434,17,328.4,56.66801,61.58,423,2680,2480,7.57657,48.00287,44.42056,205,1329,1000,8.08998,52.44672,39.4633,218,1351,1480,7.14989,44.30961,48.54051,83.10922,5557,26,2144,2134,10,2220,2134,1192,504,459,35,194,546,376,360,238
05_秋田県,05366_井川町,Ikawa-machi,3,4566,2130,2436,4986,-420,-8.42359,47.95,95.2,56.2707,60.78947,334,2245,1987,7.31494,49.16776,43.5173,177,1139,814,8.30986,53.47418,38.21596,157,1106,1173,6.44499,45.4023,48.15271,87.43842,4560,6,1528,1523,5,1563,1523,796,305,342,24,125,304,216,233,278
05_秋田県,05368_大潟村,Ogata-mura,3,3011,1500,1511,3110,-99,-3.18328,170.11,17.7,48.69894,50.59434,351,1700,960,11.65726,56.45965,31.8831,202,883,415,13.46667,58.86667,27.66667,149,817,545,9.86102,54.07015,36.06883,99.27201,2992,19,839,835,4,796,835,368,131,181,13,43,150,55,78,244
05_秋田県,05434_美郷町,Misato-cho,3,18613,8701,9912,20279,-1666,-8.2154,168.32,110.6,54.24636,59.03431,1770,9475,7368,9.50948,50.90528,39.58524,911,4752,3038,10.47006,54.61441,34.91553,859,4723,4330,8.66626,47.64931,43.68442,87.78249,18564,49,5999,5965,34,6152,5965,2857,1024,1147,117,569,1071,711,722,1426
05_秋田県,05463_羽後町,Ugo-machi,3,13825,6637,7188,15319,-1494,-9.75259,230.78,59.9,54.57081,59.44258,1289,7090,5446,9.32369,51.28391,39.39241,681,3602,2354,10.26066,54.27151,35.46783,608,3488,3092,8.45854,48.52532,43.01614,92.33445,13723,102,4658,4648,10,4807,4648,2238,845,858,102,433,901,555,612,1000
05_秋田県,05464_東成瀬村,Higashinaruse-mura,3,2704,1491,1213,2610,94,3.60153,203.69,13.3,54.16346,57.75,206,1489,1009,7.61834,55.06657,37.31509,120,945,426,8.04829,63.38028,28.57143,86,544,583,7.08986,44.84749,48.06265,122.91838,2638,66,1158,790,368,809,790,390,147,142,8,93,164,104,116,163
06_山形県,06000_山形県,Yamagata-ken,a,1068027,516438,551589,1123891,-55864,-4.97059,9323.15,114.6,50.48491,52.82424,120271,586578,361178,11.26104,54.92165,33.81731,61700,298506,156232,11.94722,57.80094,30.25184,58571,288072,204946,10.61859,52.22584,37.15556,93.62732,1060586,7441,398015,396792,1223,393396,396792,202342,75330,89321,5814,31877,112791,43451,47618,55238
06_山形県,06201_山形市,Yamagata-shi,2,247590,119001,128589,253832,-6242,-2.45911,381.3,649.3,48.09825,48.96804,29253,145103,73234,11.8151,58.60616,29.57874,15003,72142,31856,12.60746,60.62302,26.76952,14250,72961,41378,11.08182,56.73969,32.17849,92.54369,246284,1306,102318,102101,217,100303,102101,53387,19968,24906,1171,7342,35538,10154,11687,8273
06_山形県,06202_米沢市,Yonezawa-shi,2,81252,40258,40994,85953,-4701,-5.46927,548.51,148.1,49.10087,50.70367,8883,46979,25390,10.93265,57.81888,31.24846,4527,24915,10816,11.24497,61.88832,26.86671,4356,22064,14574,10.62595,53.82251,35.55154,98.20462,80515,737,33095,33013,82,32997,33013,15178,5406,6690,463,2619,12273,3300,3254,3750
06_山形県,06203_鶴岡市,Tsuruoka-shi,2,122347,58626,63721,129652,-7305,-5.63431,1311.53,93.3,51.39695,54.2852,13441,65728,43178,10.98597,53.72261,35.29143,6816,33647,18163,11.62624,57.39262,30.98113,6625,32081,25015,10.39689,50.34604,39.25707,92.00421,121638,709,45666,45487,179,45339,45487,22240,8355,9214,695,3976,13298,5951,5333,6877
06_山形県,06204_酒田市,Sakata-shi,2,100273,47838,52435,106244,-5971,-5.62008,602.97,166.3,52.05671,55.15885,10313,53697,36263,10.28492,53.55081,36.16427,5233,27358,15247,10.939,57.18885,31.87215,5080,26339,21016,9.68819,50.23172,40.0801,91.23296,99761,512,39402,39263,139,39320,39263,20066,7783,8196,616,3471,11897,5223,4892,4760
06_山形県,06205_新庄市,Shinjo-shi,2,34432,16446,17986,36894,-2462,-6.67317,222.85,154.5,50.55358,53.14161,3868,19164,11400,11.23374,55.65753,33.10874,1958,9688,4800,11.90563,58.90794,29.18643,1910,9476,6600,10.61937,52.68542,36.69521,91.43778,34042,390,12857,12782,75,12961,12782,6220,2332,2559,192,1137,3792,1450,1370,1868
06_山形県,06206_寒河江市,Sagae-shi,2,40189,19529,20660,41256,-1067,-2.58629,139.03,289.1,49.31878,51.21081,5053,22246,12890,12.57309,55.35345,32.07345,2635,11239,5655,13.49275,57.55031,28.95694,2418,11007,7235,11.70378,53.27686,35.01936,94.52565,39832,357,13654,13627,27,13086,13627,7370,2628,3539,187,1016,2894,1156,1665,2424
06_山形県,06207_上山市,Kaminoyama-shi,2,29110,13909,15201,31569,-2459,-7.78929,240.93,120.8,53.65905,57.85677,2717,14942,11451,9.33356,51.32944,39.337,1374,7535,5000,9.8785,54.17356,35.94795,1343,7407,6451,8.83495,48.72706,42.438,91.50056,28959,151,10537,10509,28,10694,10509,5641,2216,2384,164,877,2485,1469,1557,1547
06_山形県,06208_村山市,Murayama-shi,2,22516,10937,11579,24684,-2168,-8.78302,196.98,114.3,53.78535,58.27961,2193,11415,8908,9.73974,50.69728,39.56298,1148,5806,3983,10.49648,53.08586,36.41766,1045,5609,4925,9.02496,48.44114,42.5339,94.45548,22336,180,7579,7570,9,7713,7570,3802,1517,1617,124,544,1505,892,1148,1562
06_山形県,06209_長井市,Nagai-shi,2,26543,12953,13590,27757,-1214,-4.37367,214.67,123.6,51.37605,54.2588,2903,14170,9470,10.93697,53.38507,35.67796,1497,7345,4111,11.55717,56.70501,31.73782,1406,6825,5359,10.34584,50.22075,39.43341,95.31273,26202,341,9486,9436,50,9109,9436,4644,1704,2034,136,770,2555,1088,1137,1524
06_山形県,06210_天童市,Tendo-shi,2,62140,30222,31918,62194,-54,-0.08683,113.01,549.9,48.1117,49.14413,8062,35277,18801,12.97393,56.7702,30.25587,4198,17688,8336,13.89054,58.5269,27.58256,3864,17589,10465,12.10602,55.10684,32.78714,94.68638,61609,531,22589,22542,47,21428,22542,12487,4461,5909,294,1823,5680,1948,2644,3106
06_山形県,06211_東根市,Higashine-shi,2,47682,23525,24157,47768,-86,-0.18004,206.94,230.4,46.86276,46.93155,6549,27661,13472,13.73474,58.01141,28.25385,3349,14308,5868,14.23592,60.8204,24.94368,3200,13353,7604,13.24668,55.2759,31.47742,97.38378,47351,331,16573,16522,51,15473,16522,9036,3057,4558,217,1204,4067,1272,1689,2371
06_山形県,06212_尾花沢市,Obanazawa-shi,2,14971,7320,7651,16953,-1982,-11.69115,372.53,40.2,54.83518,60.08058,1459,7280,6232,9.74551,48.62735,41.62715,769,3778,2773,10.50546,51.61202,37.88251,690,3502,3459,9.01843,45.77179,45.20978,95.67377,14891,80,4883,4871,12,5109,4871,2365,947,933,85,400,944,585,732,1040
06_山形県,06213_南陽市,Nanyo-shi,2,30420,14652,15768,32285,-1865,-5.77668,160.52,189.5,50.58606,53.15079,3516,16557,10347,11.55819,54.42801,34.01381,1797,8394,4461,12.26454,57.28911,30.44636,1719,8163,5886,10.90183,51.76941,37.32877,92.92237,30150,270,10760,10720,40,10705,10720,5685,2040,2547,155,943,2528,1149,1289,1701
06_山形県,06301_山辺町,Yamanobe-machi,3,13725,6603,7122,14369,-644,-4.48187,61.45,223.4,50.84528,53.69551,1626,7383,4716,11.84699,53.79235,34.36066,848,3664,2091,12.84265,55.48993,31.66742,778,3719,2625,10.9239,52.21848,36.85762,92.71272,13678,47,4551,4544,7,4440,4544,2759,1039,1294,88,338,704,421,690,769
06_山形県,06302_中山町,Nakayama-machi,3,10746,5251,5495,11363,-617,-5.4299,31.15,345,51.68472,55.672,1132,5779,3835,10.53415,53.77815,35.6877,583,2967,1701,11.10265,56.50352,32.39383,549,2812,2134,9.9909,51.17379,38.8353,95.5596,10689,57,3515,3511,4,3427,3511,2029,734,943,55,297,519,317,499,694
06_山形県,06321_河北町,Kahoku-cho,3,17641,8528,9113,18952,-1311,-6.91748,52.45,336.3,52.61247,56.51744,1908,9089,6644,10.81571,51.52202,37.66226,993,4589,2946,11.644,53.81098,34.54503,915,4500,3698,10.0406,49.38001,40.57939,93.5806,17457,184,5929,5914,15,5865,5914,3090,1173,1357,99,461,1187,626,834,1107
06_山形県,06322_西川町,Nishikawa-machi,3,4956,2387,2569,5636,-680,-12.06529,393.19,12.6,56.96328,62.48,425,2265,2266,8.57546,45.70218,45.72236,216,1142,1029,9.04902,47.84248,43.1085,209,1123,1237,8.13546,43.71351,48.15103,92.91553,4914,42,1686,1683,3,1785,1683,841,390,293,33,125,319,244,329,334
06_山形県,06323_朝日町,Asahi-machi,3,6366,3150,3216,7119,-753,-10.57733,196.81,32.3,56.38297,61.64948,561,2976,2829,8.81244,46.74835,44.43921,296,1561,1293,9.39683,49.55556,41.04762,265,1415,1536,8.24005,43.99876,47.76119,97.94776,6314,52,2150,2135,15,2242,2135,1085,474,402,45,164,427,303,372,426
06_山形県,06324_大江町,Oe-machi,3,7646,3797,3849,8472,-826,-9.74976,154.08,49.6,53.65211,58.22727,761,3850,3035,9.95292,50.35313,39.69396,422,1999,1376,11.11404,52.64683,36.23914,339,1851,1659,8.80748,48.09041,43.1021,98.649,7559,87,2543,2529,14,2632,2529,1331,540,561,59,171,508,323,404,479
06_山形県,06341_大石田町,Oishida-machi,3,6577,3213,3364,7357,-780,-10.60215,79.54,82.7,54.11533,59.10417,603,3342,2632,9.16831,50.81344,40.01825,311,1715,1187,9.67943,53.37691,36.94367,292,1627,1445,8.68014,48.36504,42.95482,95.5113,6499,78,2086,2080,6,2143,2080,960,383,389,37,151,396,244,291,492
06_山形県,06361_金山町,Kaneyama-machi,3,5071,2466,2605,5829,-758,-13.00395,161.67,31.4,52.66821,57.6831,547,2646,1878,10.78683,52.17906,37.03412,278,1358,830,11.27332,55.06894,33.65775,269,1288,1048,10.3263,49.44338,40.23033,94.66411,5014,57,1572,1569,3,1643,1569,680,243,264,27,146,271,155,173,428
06_山形県,06362_最上町,Mogami-machi,3,8080,3913,4167,8902,-822,-9.23388,330.37,24.5,54.22995,59.87234,838,3982,3260,10.37129,49.28218,40.34653,424,2042,1447,10.83568,52.18502,36.9793,414,1940,1813,9.93521,46.55628,43.50852,93.90449,7998,82,2596,2577,19,2665,2577,1176,503,422,49,202,473,303,376,629
06_山形県,06363_舟形町,Funagata-machi,3,5007,2420,2587,5631,-624,-11.08151,119.04,42.1,55.50359,60.99457,483,2421,2103,9.64649,48.35231,42.0012,260,1253,907,10.7438,51.77686,37.47934,223,1168,1196,8.62002,45.14882,46.23116,93.54465,4974,33,1580,1574,6,1621,1574,768,324,287,26,131,277,186,232,342
06_山形県,06364_真室川町,Mamurogawa-machi,3,7203,3408,3795,8137,-934,-11.47843,374.22,19.2,54.96425,60.22072,689,3508,3006,9.56546,48.70193,41.73261,345,1782,1281,10.12324,52.28873,37.58803,344,1726,1725,9.06456,45.4809,45.45455,89.80237,7168,35,2320,2310,10,2478,2310,1060,416,391,29,224,458,292,316,540
06_山形県,06365_大蔵村,Okura-mura,3,3028,1498,1530,3412,-384,-11.2544,211.63,14.3,53.56539,58.92982,335,1505,1188,11.06341,49.70277,39.23382,171,795,532,11.41522,53.07076,35.51402,164,710,656,10.71895,46.40523,42.87582,97.9085,3012,16,945,944,1,1016,944,440,171,166,21,82,173,119,127,239
06_山形県,06366_鮭川村,Sakegawa-mura,3,3902,1887,2015,4317,-415,-9.61316,122.14,31.9,54.54844,60.30435,380,1942,1580,9.7386,49.76935,40.49206,200,999,688,10.59883,52.94118,36.45999,180,943,892,8.933,46.79901,44.26799,93.64764,3876,26,1193,1191,2,1224,1191,506,199,171,23,113,198,141,142,345
06_山形県,06367_戸沢村,Tozawa-mura,3,4199,1987,2212,4773,-574,-12.02598,261.31,16.1,55.11586,59.85211,367,2128,1704,8.74018,50.67873,40.58109,175,1084,728,8.80725,54.5546,36.63815,192,1044,976,8.67993,47.19711,44.12297,89.82821,4139,60,1359,1350,9,1390,1350,593,217,212,30,134,284,165,164,328
06_山形県,06381_高畠町,Takahata-machi,3,22463,10950,11513,23882,-1419,-5.94171,180.26,124.6,50.30572,52.87269,2709,12157,7597,12.05983,54.12011,33.82006,1407,6188,3355,12.84932,56.51142,30.63927,1302,5969,4242,11.30896,51.84574,36.84531,95.10988,22267,196,7358,7346,12,7218,7346,3728,1222,1711,147,648,1437,681,784,1561
06_山形県,06382_川西町,Kawanishi-machi,3,14558,7101,7457,15751,-1193,-7.57412,166.6,87.4,53.46256,58.26263,1498,7378,5682,10.28987,50.68004,39.03009,724,3902,2475,10.19575,54.95001,34.85425,774,3476,3207,10.37951,46.61392,43.00657,95.22596,14490,68,4495,4434,61,4553,4434,2013,722,816,90,385,796,469,521,1169
06_山形県,06401_小国町,Oguni-machi,3,7107,3573,3534,7868,-761,-9.67209,737.56,9.6,54.31638,58.64216,691,3534,2882,9.72281,49.72562,40.55157,340,1960,1273,9.51581,54.85586,35.62832,351,1574,1609,9.93209,44.53877,45.52915,101.10357,7051,56,2810,2798,12,2845,2798,1377,617,496,61,203,866,411,454,340
06_山形県,06402_白鷹町,Shirataka-machi,3,12890,6357,6533,14175,-1285,-9.06526,157.71,81.7,53.23949,57.92949,1382,6518,4990,10.72149,50.56633,38.71218,745,3336,2276,11.71936,52.47758,35.80305,637,3182,2714,9.7505,48.70657,41.54294,97.30598,12769,121,4389,4371,18,4405,4371,2198,882,885,92,339,932,555,650,855
06_山形県,06403_飯豊町,Iide-machi,3,6613,3214,3399,7304,-691,-9.46057,329.41,20.1,52.97966,57.92949,755,3301,2557,11.41691,49.91683,38.66626,401,1704,1109,12.47666,53.01805,34.50529,354,1597,1448,10.41483,46.98441,42.60076,94.55722,6565,48,2125,2117,8,2198,2117,1020,352,438,51,179,413,271,252,484
06_山形県,06426_三川町,Mikawa-machi,3,7601,3694,3907,7728,-127,-1.64337,33.22,228.8,50.42435,52.61667,994,3942,2665,13.07723,51.8616,35.06118,539,2040,1115,14.59123,55.22469,30.18408,455,1902,1550,11.64576,48.68185,39.67238,94.54825,7571,30,2332,2319,13,2223,2319,1164,352,600,42,170,456,221,229,526
06_山形県,06428_庄内町,Shonai-machi,3,20151,9636,10515,21666,-1515,-6.99252,249.17,80.9,52.63533,56.56111,2167,10399,7585,10.75381,51.60538,37.64081,1107,5327,3202,11.48817,55.28227,33.22956,1060,5072,4383,10.08084,48.23585,41.68331,91.64051,20045,106,6650,6636,14,6637,6636,3225,1105,1324,137,659,1318,744,754,1457
06_山形県,06461_遊佐町,Yuza-machi,3,13032,6189,6843,14207,-1175,-8.27057,208.39,62.5,55.2721,60.5404,1210,6314,5508,9.28484,48.44997,42.26519,611,3256,2322,9.87235,52.60947,37.51818,599,3058,3186,8.75347,44.688,46.55853,90.44279,12967,65,4432,4417,15,4509,4417,2178,858,813,74,433,923,623,628,891
07_福島県,07000_福島県,Fukushima-ken,a,1833152,903864,929288,1914039,-80887,-4.22598,13784.14,133,49.52286,51.53233,206993,1045887,580272,11.29164,57.05402,31.65433,105826,543951,254087,11.70818,60.18062,28.1112,101167,501936,326185,10.88651,54.01296,35.10053,97.26414,1819085,14067,742911,740089,2822,737598,740089,384082,142632,168068,11393,61989,245335,87168,86303,69042
07_福島県,07201_福島市,Fukushima-shi,2,282693,138190,144503,294247,-11554,-3.92663,767.72,368.2,48.81,50.21555,31332,165508,85853,11.0834,58.5469,30.36969,16074,84748,37368,11.63181,61.32716,27.04103,15258,80760,48485,10.55895,55.88811,33.55294,95.63123,280711,1982,121919,121655,264,122269,121655,64310,24555,28654,1580,9521,44664,14344,14478,7406
07_福島県,07202_会津若松市,Aizuwakamatsu-shi,2,117376,56063,61313,124062,-6686,-5.38924,382.97,306.5,49.23858,51.31915,13773,66754,36849,11.73409,56.87193,31.39398,7044,33611,15408,12.56444,59.9522,27.48337,6729,33143,21441,10.97483,54.05542,34.96975,91.43738,116518,858,49022,48876,146,49431,48876,24653,9322,10239,675,4417,17320,6366,5444,4288
07_福島県,07203_郡山市,Koriyama-shi,2,327692,161830,165862,335444,-7752,-2.31097,757.2,432.8,46.97834,47.92033,39327,200216,88149,12.00121,61.09884,26.89995,20113,103181,38536,12.42847,63.75888,23.81264,19214,97035,49613,11.58433,58.50345,29.91222,97.56906,324828,2864,140441,140176,265,138310,140176,72896,26165,33291,1853,11587,51719,13682,14025,9310
07_福島県,07204_いわき市,Iwaki-shi,2,332931,163525,169406,350237,-17306,-4.94123,1232.26,270.2,49.31105,51.25143,38260,190243,104428,11.49187,57.14187,31.36626,19662,98669,45194,12.02385,60.33879,27.63736,18598,91574,59234,10.97836,54.05594,34.9657,96.52846,330116,2815,141411,141074,337,141069,141074,75921,28356,33116,2198,12251,48725,18191,17210,9301
