都道府県名,都道府県・市区町村名,都道府県・市区町村名（英語）,市などの別,総数（人）,男（人）,女（人）,2015年（平成27年）の人口（組替）（人）,5年間の人口増減数（人）,5年間の人口増減率（％）,面積（参考）（km2）,人口密度（人/km2）,平均年齢（歳）,年齢中位数（歳）,年齢別人口（男女「総数」）15歳未満（人）,年齢別人口（男女「総数」）15～64歳（人）,年齢別人口（男女「総数」）65歳以上（人）,人口構成比［年齢別］(男女「総数」）15歳未満（％）,人口構成比［年齢別］(男女「総数」）15～64歳（％）,人口構成比［年齢別］(男女「総数」）65歳以上（％）,年齢別人口（男）15歳未満（人）,年齢別人口（男）15～64歳（人）,年齢別人口（男）65歳以上（人）,人口構成比［年齢別］(男）15歳未満（％）,人口構成比［年齢別］(男）15～64歳（％）,人口構成比［年齢別］(男）65歳以上（％）,年齢別人口（女）15歳未満（人）,年齢別人口（女）15～64歳（人）,年齢別人口（女）65歳以上（人）,人口構成比［年齢別］(女）15歳未満（％）,人口構成比［年齢別］(女）15～64歳（％）,人口構成比［年齢別］(女）65歳以上（％）,人口性比（％）,日本人（人）,外国人（人）,総世帯（世帯）,一般世帯（世帯）,施設等の世帯（世帯）,2015年（平成27年）の世帯数（組替）（世帯）,一般世帯（世帯）,核家族世帯（世帯）,夫婦のみの世帯（世帯）,夫婦と子供から成る世帯（世帯）,男親と子供から成る世帯（世帯）,女親と子供から成る世帯（世帯）,単独世帯（世帯）,65歳以上の単独世帯（世帯）,夫65歳以上，妻60歳以上の夫婦のみの世帯（世帯）,3世代世帯（世帯）
19_山梨県,19424_忍野村,Oshino-mura,3,9237,5137,4100,8968,269,2.99955,25.05,368.7,42.3572,40.91259,1377,6051,1809,14.90744,65.50828,19.58428,712,3619,806,13.86023,70.44968,15.69009,665,2432,1003,16.21951,59.31707,24.46341,125.29268,8984,253,3489,3480,9,3034,3480,1670,600,888,22,160,1290,157,227,381
19_山梨県,19425_山中湖村,Yamanakako-mura,3,5179,2559,2620,5208,-29,-0.55684,53.05,97.6,50.67783,54.58333,606,2829,1744,11.7011,54.62444,33.67445,316,1436,807,12.34857,56.11567,31.53576,290,1393,937,11.0687,53.16794,35.76336,97.67176,5058,121,1969,1966,3,1855,1966,1061,492,447,32,90,548,237,310,243
19_山梨県,19429_鳴沢村,Narusawa-mura,3,2824,1390,1434,2921,-97,-3.32078,89.58,31.5,50.92989,53.95,331,1513,980,11.72096,53.57649,34.70255,173,762,455,12.44604,54.82014,32.73381,158,751,525,11.01813,52.37099,36.61088,96.93166,2803,21,1056,1054,2,1036,1054,645,286,278,19,62,224,112,185,111
19_山梨県,19430_富士河口湖町,Fujikawaguchiko-machi,3,26082,12839,13243,25329,753,2.97288,158.4,164.7,46.51645,47.96104,3444,15750,6888,13.20451,60.38647,26.40902,1731,8059,3049,13.48236,62.76969,23.74796,1713,7691,3839,12.93514,58.07596,28.9889,96.94933,25654,428,10653,10643,10,9616,10643,5794,2100,2808,126,760,3463,937,1147,822
19_山梨県,19442_小菅村,Kosuge-mura,3,684,344,340,726,-42,-5.78512,52.78,13,55.61696,61.91667,68,306,310,9.94152,44.73684,45.32164,35,162,147,10.17442,47.09302,42.73256,33,144,163,9.70588,42.35294,47.94118,101.17647,676,8,339,339,-,337,339,156,92,36,6,22,142,82,66,17
19_山梨県,19443_丹波山村,Tabayama-mura,3,530,272,258,563,-33,-5.86146,101.3,5.2,57.48868,61.5,39,255,236,7.35849,48.11321,44.5283,20,142,110,7.35294,52.20588,40.44118,19,113,126,7.36434,43.79845,48.83721,105.42636,529,1,283,283,-,294,283,140,70,36,3,31,126,65,50,9
20_長野県,20000_長野県,Nagano-ken,a,2048011,1000389,1047622,2098804,-50793,-2.42009,13561.56,151,49.44974,50.88592,245285,1148164,654562,11.97674,56.06239,31.96086,125595,586672,288122,12.55462,58.64439,28.801,119690,561492,366440,11.42492,53.59681,34.97827,95.49141,2013539,34472,832097,829979,2118,807108,829979,465774,182389,208863,11764,62758,257508,96359,112936,63295
20_長野県,20201_長野市,Nagano-shi,2,372760,181284,191476,377598,-4838,-1.28126,834.81,446.5,48.76977,50.00631,44425,215950,112385,11.91786,57.93272,30.14943,22601,109725,48958,12.46718,60.52658,27.00624,21824,106225,63427,11.39777,55.47693,33.1253,94.67714,368857,3903,156975,156645,330,150414,156645,86000,33693,39452,1881,10974,52425,16501,20016,8950
20_長野県,20202_松本市,Matsumoto-shi,2,241145,118271,122874,243293,-2148,-0.88289,978.47,246.5,47.20441,47.89842,30120,143638,67387,12.49041,59.56499,27.9446,15515,73668,29088,13.11818,62.28746,24.59436,14605,69970,38299,11.88616,56.94451,31.16933,96.25389,237091,4054,104934,104707,227,100173,104707,54831,20460,25258,1279,7834,39707,11012,11457,6108
20_長野県,20203_上田市,Ueda-shi,2,154055,75365,78690,156827,-2772,-1.76755,552.04,279.1,48.68849,49.91175,18413,88241,47401,11.95222,57.27889,30.76888,9399,45130,20836,12.47131,59.88191,27.64679,9014,43111,26565,11.45508,54.78587,33.75905,95.77456,150442,3613,64296,64116,180,62696,64116,36591,14303,16457,937,4894,20782,7485,8555,3976
20_長野県,20204_岡谷市,Okaya-shi,2,47790,23213,24577,50128,-2338,-4.66406,85.1,561.6,50.82078,52.19407,5460,25759,16571,11.42498,53.9004,34.67462,2769,13308,7136,11.92866,57.32994,30.74139,2691,12451,9435,10.94926,50.66119,38.38955,94.4501,47060,730,19274,19239,35,19100,19239,11199,4288,4919,311,1681,5681,2568,2805,1484
20_長野県,20205_飯田市,Iida-shi,2,98164,47280,50884,101581,-3417,-3.36382,658.66,149,49.66448,51.29571,12415,53584,32165,12.6472,54.5862,32.76659,6410,26866,14004,13.55753,56.82318,29.61929,6005,26718,18161,11.80135,52.50766,35.69098,92.91722,96044,2120,38903,38806,97,37694,38806,20883,8315,8939,547,3082,11853,4823,5212,3903
20_長野県,20206_諏訪市,Suwa-shi,2,48729,23809,24920,50140,-1411,-2.81412,109.17,446.4,48.81115,49.65855,5933,27672,15124,12.1755,56.78754,31.03696,3055,14238,6516,12.83128,59.80092,27.3678,2878,13434,8608,11.54896,53.90851,34.54254,95.54173,47547,1182,20776,20739,37,20401,20739,11215,4359,4985,263,1608,7333,2481,2639,1353
20_長野県,20207_須坂市,Suzaka-shi,2,49559,24324,25235,50725,-1166,-2.29867,149.67,331.1,49.6002,51.04786,6040,27437,16082,12.18749,55.3623,32.45021,3085,14117,7122,12.68295,58.03733,29.27972,2955,13320,8960,11.70993,52.78383,35.50624,96.38993,48904,655,18839,18792,47,18447,18792,11347,4269,5166,291,1621,4820,2320,2785,1760
20_長野県,20208_小諸市,Komoro-shi,2,40991,19972,21019,42512,-1521,-3.57781,98.55,415.9,50.45389,52.39408,4731,22404,13856,11.54156,54.6559,33.80254,2418,11431,6123,12.10695,57.23513,30.65792,2313,10973,7733,11.00433,52.20515,36.79052,95.01879,40234,757,16831,16780,51,16662,16780,9896,3930,4253,279,1434,5058,2355,2435,1074
20_長野県,20209_伊那市,Ina-shi,2,66125,32437,33688,68271,-2146,-3.14336,667.93,99,49.1607,50.57165,8369,37029,20727,12.65633,55.99849,31.34518,4264,18997,9176,13.14548,58.56584,28.28868,4105,18032,11551,12.18535,53.52648,34.28817,96.28651,64469,1656,26238,26173,65,26231,26173,15054,5834,6807,388,2025,7261,3026,3650,2188
20_長野県,20210_駒ヶ根市,Komagane-shi,2,32202,15729,16473,32759,-557,-1.7003,165.86,194.2,48.90193,50.2004,3954,18269,9979,12.27874,56.7325,30.98876,2036,9318,4375,12.94424,59.24089,27.81486,1918,8951,5604,11.6433,54.3374,34.0193,95.48352,31606,596,12956,12914,42,12437,12914,6970,2722,3193,171,884,4167,1372,1671,1109
20_長野県,20211_中野市,Nakano-shi,2,42338,20552,21786,43909,-1571,-3.57785,112.18,377.4,49.82975,51.81863,5087,23500,13751,12.01521,55.50569,32.4791,2643,11760,6149,12.86006,57.22071,29.91923,2444,11740,7602,11.21821,53.88782,34.89397,94.33581,41755,583,15799,15773,26,15296,15773,8940,3204,4206,236,1294,4115,1719,2007,1831
20_長野県,20212_大町市,Omachi-shi,2,26029,12594,13435,28041,-2012,-7.17521,565.15,46.1,53.51283,56.60217,2468,13433,10128,9.48173,51.60782,38.91045,1336,6825,4433,10.60823,54.19247,35.1993,1132,6608,5695,8.42575,49.18496,42.38928,93.74023,25526,503,10739,10706,33,10826,10706,5776,2488,2275,157,856,3306,1568,1736,971
20_長野県,20213_飯山市,Iiyama-shi,2,19539,9498,10041,21438,-1899,-8.8581,202.43,96.5,52.97889,56.85685,2003,10082,7454,10.25129,51.59937,38.14934,1031,5141,3326,10.85492,54.12718,35.0179,972,4941,4128,9.68031,49.20825,41.11144,94.59217,19345,194,7251,7227,24,7423,7227,3853,1607,1537,117,592,1798,1008,1142,1009
20_長野県,20214_茅野市,Chino-shi,2,56400,28241,28159,55912,488,0.8728,266.59,211.6,48.23709,49.29795,7066,32107,17227,12.52837,56.9273,30.54433,3645,16837,7759,12.90677,59.61899,27.47424,3421,15270,9468,12.14887,54.22778,33.62335,100.2912,55416,984,23848,23796,52,22301,23796,13070,5294,5885,362,1529,8164,2712,3299,1517
20_長野県,20215_塩尻市,Shiojiri-shi,2,67241,33620,33621,67135,106,0.15789,289.98,231.9,47.62775,48.27789,8362,39623,19256,12.43587,58.92685,28.63729,4317,20697,8606,12.84057,61.56157,25.59786,4045,18926,10650,12.03117,56.2922,31.67663,99.99703,65919,1322,27997,27957,40,26350,27957,15338,5824,7104,372,2038,9494,2617,3212,1993
20_長野県,20217_佐久市,Saku-shi,2,98199,48035,50164,99368,-1169,-1.17644,423.51,231.9,48.77487,50.03197,12487,55331,30381,12.71602,56.34579,30.9382,6406,28179,13450,13.33611,58.66347,28.00042,6081,27152,16931,12.12224,54.12647,33.7513,95.75592,96935,1264,39924,39802,122,38487,39802,23120,8736,10720,604,3060,12399,4704,5323,2586
20_長野県,20218_千曲市,Chikuma-shi,2,58852,28404,30448,60298,-1446,-2.39809,119.79,491.3,50.30048,51.94438,6885,32273,19694,11.69884,54.83756,33.4636,3535,16276,8593,12.44543,57.30179,30.25278,3350,15997,11101,11.00236,52.53875,36.45888,93.28692,58027,825,22023,21958,65,21573,21958,13413,4996,6271,358,1788,5294,2567,3169,2080
20_長野県,20219_東御市,Tomi-shi,2,30122,14776,15346,30107,15,0.04982,112.37,268.1,48.95488,50.3658,3652,17131,9339,12.12403,56.87205,31.00392,1832,8671,4273,12.39848,58.683,28.91852,1820,8460,5066,11.85977,55.12837,33.01186,96.28568,29657,465,11260,11241,19,11004,11241,7159,2472,3429,218,1040,2396,1043,1510,987
20_長野県,20220_安曇野市,Azumino-shi,2,94222,45398,48824,95282,-1060,-1.11249,331.78,284,49.55683,51.033,11380,52798,30044,12.07786,56.03575,31.8864,5802,26333,13263,12.7803,58.00476,29.21494,5578,26465,16781,11.42471,54.2049,34.37039,92.98296,93001,1221,36491,36429,62,34732,36429,21958,8443,10119,521,2875,9302,4029,5174,3293
20_長野県,20303_小海町,Koumi-machi,3,4353,2140,2213,4713,-360,-7.63845,114.2,38.1,55.26637,59.3629,406,2108,1839,9.3269,48.42637,42.24673,219,1094,827,10.23364,51.1215,38.64486,187,1014,1012,8.45007,45.82015,45.72978,96.70131,4285,68,1788,1776,12,1873,1776,1002,460,378,28,136,526,307,342,134
20_長野県,20304_川上村,Kawakami-mura,3,4344,2591,1753,4607,-263,-5.7087,209.61,20.7,46.42956,44.63889,449,2699,1196,10.3361,62.13168,27.53223,228,1780,583,8.79969,68.69934,22.50096,221,919,613,12.60696,52.42442,34.96863,147.80376,3519,825,1257,1257,-,1205,1257,499,207,231,15,46,298,152,141,216
20_長野県,20305_南牧村,Minamimaki-mura,3,3242,1807,1435,3408,-166,-4.87089,133.09,24.4,48.38896,48.94444,338,1905,999,10.42566,58.76002,30.81431,165,1184,458,9.13116,65.52297,25.34588,173,721,541,12.05575,50.2439,37.70035,125.92334,2788,454,1075,1072,3,1036,1072,502,228,183,24,67,298,122,154,113
20_長野県,20306_南相木村,Minamiaiki-mura,3,962,473,489,1005,-43,-4.27861,66.05,14.6,54.24844,58,95,474,393,9.87526,49.27235,40.85239,53,249,171,11.20507,52.64271,36.15222,42,225,222,8.58896,46.01227,45.39877,96.72802,941,21,406,404,2,428,404,200,84,74,8,34,140,88,69,38
20_長野県,20307_北相木村,Kitaaiki-mura,3,752,378,374,774,-22,-2.84238,56.32,13.4,52.34973,57,104,378,270,13.82979,50.26596,35.90426,57,203,118,15.07937,53.7037,31.21693,47,175,152,12.56684,46.79144,40.64171,101.06952,718,34,342,330,12,333,330,177,78,59,5,35,121,65,55,12
20_長野県,20309_佐久穂町,Sakuho-machi,3,10218,4966,5252,11186,-968,-8.65367,188.15,54.3,53.76424,58.07383,1055,5198,3965,10.32492,50.87101,38.80407,545,2635,1786,10.97463,53.06081,35.96456,510,2563,2179,9.71059,48.80046,41.48896,94.55446,10148,70,3922,3912,10,4014,3912,2350,957,983,75,335,942,610,698,371
20_長野県,20321_軽井沢町,Karuizawa-machi,3,19188,9178,10010,18994,194,1.02138,156.03,123,50.31853,52.86306,2183,10611,6394,11.3769,55.30019,33.32291,1053,5207,2918,11.47309,56.73349,31.79342,1130,5404,3476,11.28871,53.98601,34.72527,91.68831,18781,407,8586,8564,22,8247,8564,4940,2407,1886,93,554,2916,1010,1453,315
20_長野県,20323_御代田町,Miyota-machi,3,15555,7703,7852,15184,371,2.44336,58.79,264.6,47.56519,48.55622,1917,9263,4375,12.32401,59.54998,28.126,972,4718,2013,12.61846,61.24886,26.13268,945,4545,2362,12.03515,57.88334,30.08151,98.10239,15154,401,6711,6698,13,6118,6698,3796,1553,1734,89,420,2291,670,850,315
20_長野県,20324_立科町,Tateshina-machi,3,6612,3328,3284,7265,-653,-8.9883,66.87,98.9,53.00197,56.52439,624,3541,2447,9.43739,53.55414,37.00847,313,1856,1159,9.40505,55.76923,34.82572,311,1685,1288,9.47016,51.30938,39.22046,101.33983,6505,107,2606,2594,12,2682,2594,1525,623,648,59,195,684,349,429,216
20_長野県,20349_青木村,Aoki-mura,3,4121,1976,2145,4343,-222,-5.11167,57.1,72.2,53.1263,57.06481,478,2018,1625,11.59913,48.9687,39.43218,230,1024,722,11.63968,51.82186,36.53846,248,994,903,11.56177,46.34033,42.0979,92.12121,4091,30,1553,1549,4,1556,1549,999,450,393,30,126,317,223,303,142
20_長野県,20350_長和町,Nagawa-machi,3,5600,2774,2826,6166,-566,-9.17937,183.86,30.5,55.47929,60.67,524,2696,2380,9.35714,48.14286,42.5,266,1416,1092,9.58904,51.04542,39.36554,258,1280,1288,9.12951,45.2937,45.57679,98.15994,5552,48,2318,2310,8,2416,2310,1368,636,500,34,198,627,433,459,189
20_長野県,20361_下諏訪町,Shimosuwa-machi,3,19155,9238,9917,20236,-1081,-5.34196,66.87,286.5,52.80728,55.30474,2062,9699,7394,10.76481,50.6343,38.60089,1055,5023,3160,11.42022,54.37324,34.20654,1007,4676,4234,10.15428,47.15136,42.69436,93.15317,18917,238,7847,7831,16,7946,7831,4453,1796,1900,134,623,2423,1173,1317,590
20_長野県,20362_富士見町,Fujimi-machi,3,14084,6839,7245,14493,-409,-2.82205,144.76,97.3,51.80638,54.42073,1652,7311,5121,11.72962,51.90997,36.36041,833,3718,2288,12.18014,54.36467,33.45518,819,3593,2833,11.30435,49.59282,39.10283,94.39614,13864,220,5610,5600,10,5396,5600,3257,1359,1398,78,422,1583,771,919,439
20_長野県,20363_原村,Hara-mura,3,7680,3771,3909,7566,114,1.50674,43.26,177.5,51.12826,54.56627,979,4024,2677,12.7474,52.39583,34.85677,523,2029,1219,13.869,53.80536,32.32564,456,1995,1458,11.66539,51.03607,37.29854,96.46969,7564,116,2895,2885,10,2673,2885,1844,834,796,50,164,630,331,514,239
20_長野県,20382_辰野町,Tatsuno-machi,3,18555,9016,9539,19770,-1215,-6.14568,169.2,109.7,52.20569,54.79146,2014,9537,7004,10.85422,51.39854,37.74724,1014,4906,3096,11.24667,54.41437,34.33895,1000,4631,3908,10.48328,48.54807,40.96865,94.51724,18185,370,7258,7244,14,7343,7244,4272,1731,1778,123,640,1902,1027,1264,699
20_長野県,20383_箕輪町,Minowa-machi,3,24989,12511,12478,25241,-252,-0.99838,85.91,290.9,48.12171,49.04642,3317,14186,7486,13.27384,56.76898,29.95718,1712,7450,3349,13.68396,59.5476,26.76844,1605,6736,4137,12.86264,53.98301,33.15435,100.26447,24236,753,9504,9496,8,9240,9496,5269,1912,2556,154,647,2506,881,1185,894
20_長野県,20384_飯島町,Iijima-machi,3,9004,4392,4612,9530,-526,-5.51941,86.96,103.5,52.27077,55.62963,1003,4672,3329,11.13949,51.88805,36.97246,531,2396,1465,12.09016,54.55373,33.3561,472,2276,1864,10.23417,49.34952,40.41631,95.22984,8781,223,3391,3384,7,3325,3384,1903,771,821,57,254,861,411,532,408
20_長野県,20385_南箕輪村,Minamiminowa-mura,3,15797,7851,7946,15063,734,4.87287,40.99,385.4,43.7634,43.89228,2495,9595,3707,15.79414,60.73938,23.46648,1266,4951,1634,16.12533,63.06203,20.81264,1229,4644,2073,15.4669,58.4445,26.0886,98.80443,15510,287,6445,6435,10,5839,6435,3645,1248,1857,86,454,2127,508,661,416
20_長野県,20386_中川村,Nakagawa-mura,3,4651,2189,2462,4850,-199,-4.10309,77.05,60.4,51.05665,54.37805,609,2365,1677,13.09396,50.84928,36.05676,287,1165,737,13.11101,53.22065,33.66834,322,1200,940,13.0788,48.74086,38.18034,88.91145,4588,63,1614,1611,3,1584,1611,880,357,394,22,107,330,191,252,279
20_長野県,20388_宮田村,Miyada-mura,3,8569,4162,4407,8821,-252,-2.85682,54.5,157.2,48.06914,49.03516,1190,4833,2546,13.88727,56.40098,29.71175,627,2437,1098,15.06487,58.55358,26.38155,563,2396,1448,12.77513,54.36805,32.85682,94.44066,8290,279,3279,3257,22,3122,3257,1969,724,958,47,240,824,357,433,309
20_長野県,20402_松川町,Matsukawa-machi,3,12530,6069,6461,13167,-637,-4.83785,72.79,172.1,50.70862,53.38372,1535,6671,4324,12.2506,53.24022,34.50918,786,3342,1941,12.95106,55.06673,31.9822,749,3329,2383,11.59263,51.52453,36.88284,93.93283,12416,114,4428,4409,19,4355,4409,2566,1022,1126,47,371,909,492,686,618
20_長野県,20403_高森町,Takamori-machi,3,12811,6153,6658,13080,-269,-2.05657,45.36,282.4,49.16201,50.41944,1785,6850,4176,13.93334,53.46967,32.59699,903,3413,1837,14.67577,55.46888,29.85536,882,3437,2339,13.24722,51.62211,35.13067,92.41514,12649,162,4453,4441,12,4247,4441,2558,935,1225,62,336,956,434,607,633
20_長野県,20404_阿南町,Anan-cho,3,4299,2071,2228,4962,-663,-13.36155,123.07,34.9,57.53861,62.5,393,1931,1975,9.14166,44.91742,45.94092,211,1014,846,10.18831,48.96185,40.84983,182,917,1129,8.16876,41.15799,50.67325,92.95332,4258,41,1611,1579,32,1737,1579,793,402,273,17,101,496,286,300,183
20_長野県,20407_阿智村,Achi-mura,3,6068,2894,3174,6538,-470,-7.18874,214.43,28.3,51.69759,55.575,794,3017,2257,13.08504,49.71984,37.19512,425,1497,972,14.68556,51.72771,33.58673,369,1520,1285,11.62571,47.8891,40.48519,91.17832,5941,127,2152,2142,10,2188,2142,1141,476,488,21,156,547,298,344,303
20_長野県,20409_平谷村,Hiraya-mura,3,387,192,195,484,-97,-20.04132,77.37,5,51.90052,56.875,46,210,131,11.8863,54.26357,33.85013,27,108,57,14.0625,56.25,29.6875,19,102,74,9.74359,52.30769,37.94872,98.46154,384,3,196,195,1,211,195,94,41,25,5,23,89,47,25,8
20_長野県,20410_根羽村,Neba-mura,3,852,411,441,970,-118,-12.16495,89.97,9.5,61.09977,66.53846,57,348,447,6.69014,40.84507,52.46479,31,174,206,7.54258,42.33577,50.12165,26,174,241,5.89569,39.45578,54.64853,93.19728,837,15,383,381,2,416,381,167,98,37,6,26,135,72,76,29
20_長野県,20411_下條村,Shimojo-mura,3,3545,1709,1836,3851,-306,-7.94599,38.12,93,50.41763,52.94681,467,1832,1246,13.17348,51.67842,35.1481,213,924,572,12.46343,54.06671,33.46987,254,908,674,13.83442,49.45534,36.71024,93.08279,3509,36,1160,1158,2,1159,1158,660,232,320,27,81,213,119,161,197
20_長野県,20412_売木村,Urugi-mura,3,548,252,296,575,-27,-4.69565,43.43,12.6,57.4708,62.71429,57,227,264,10.40146,41.42336,48.17518,23,107,122,9.12698,42.46032,48.4127,34,120,142,11.48649,40.54054,47.97297,85.13514,541,7,279,277,2,270,277,125,85,26,1,13,122,59,63,14
20_長野県,20413_天龍村,Tenryu-mura,3,1178,558,620,1365,-187,-13.69963,109.44,10.8,64.57725,71.06452,72,374,732,6.11205,31.74873,62.13922,40,203,315,7.16846,36.37993,56.45161,32,171,417,5.16129,27.58065,67.25806,90,1167,11,563,558,5,651,558,270,147,78,6,39,243,181,132,16
20_長野県,20414_泰阜村,Yasuoka-mura,3,1542,726,816,1702,-160,-9.40071,64.59,23.9,54.22179,59.30435,188,704,650,12.19196,45.65499,42.15305,92,352,282,12.67218,48.48485,38.84298,96,352,368,11.76471,43.13725,45.09804,88.97059,1516,26,595,590,5,639,590,316,143,116,8,49,181,116,111,63
20_長野県,20415_喬木村,Takagi-mura,3,5973,2908,3065,6310,-337,-5.34073,66.61,89.7,50.70124,53.07971,803,3044,2126,13.44383,50.96267,35.5935,405,1579,924,13.9271,54.29849,31.77442,398,1465,1202,12.98532,47.79772,39.21697,94.87765,5916,57,2036,2024,12,2029,2024,1207,454,547,38,168,378,239,319,306
20_長野県,20416_豊丘村,Toyooka-mura,3,6426,3185,3241,6592,-166,-2.5182,76.79,83.7,49.47526,51.61905,877,3432,2117,13.64768,53.40803,32.94429,471,1750,964,14.78807,54.94505,30.26688,406,1682,1153,12.527,51.89756,35.57544,98.27214,6307,119,2122,2119,3,2054,2119,1246,430,620,34,162,347,205,282,356
20_長野県,20417_大鹿村,Oshika-mura,3,1023,539,484,1023,0,0,248.28,4.1,57.4306,61.61765,98,460,465,9.57967,44.96579,45.45455,49,269,221,9.09091,49.90724,41.00186,49,191,244,10.12397,39.46281,50.41322,111.36364,1011,12,532,438,94,475,438,234,112,81,9,32,167,104,94,21
20_長野県,20422_上松町,Agematsu-machi,3,4131,2044,2087,4670,-539,-11.54176,168.42,24.5,55.5961,60.10484,375,2003,1753,9.07771,48.48705,42.43525,193,1101,750,9.44227,53.86497,36.69276,182,902,1003,8.72065,43.21993,48.05942,97.93963,4076,55,1785,1773,12,1864,1773,902,389,326,30,157,645,327,290,130
20_長野県,20423_南木曽町,Nagiso-machi,3,3915,1896,2019,4313,-398,-9.22792,215.93,18.1,55.1,59.94681,414,1818,1683,10.57471,46.43678,42.98851,216,956,724,11.39241,50.42194,38.18565,198,862,959,9.80684,42.6944,47.49876,93.90788,3886,29,1630,1625,5,1713,1625,888,400,333,29,126,506,306,301,131
20_長野県,20425_木祖村,Kiso-mura,3,2692,1235,1457,2926,-234,-7.99727,140.5,19.2,55.50037,60.30303,284,1240,1168,10.54978,46.06241,43.38782,126,615,494,10.20243,49.79757,40,158,625,674,10.8442,42.89636,46.25944,84.76321,2668,24,1013,1012,1,1045,1012,598,257,240,19,82,235,166,195,114
20_長野県,20429_王滝村,Otaki-mura,3,715,340,375,839,-124,-14.7795,310.82,2.3,57.41748,60.65789,41,365,309,5.73427,51.04895,43.21678,20,188,132,5.88235,55.29412,38.82353,21,177,177,5.6,47.2,47.2,90.66667,702,13,371,371,-,398,371,170,89,51,6,24,166,73,58,15
20_長野県,20430_大桑村,Okuwa-mura,3,3439,1682,1757,3825,-386,-10.0915,234.47,14.7,55.41218,59.96739,283,1673,1483,8.22914,48.64786,43.123,141,897,644,8.38288,53.32937,38.28775,142,776,839,8.08196,44.16619,47.75185,95.73136,3363,76,1477,1475,2,1522,1475,806,382,300,20,104,462,234,286,113
20_長野県,20432_木曽町,Kiso-machi,3,10584,5155,5429,11826,-1242,-10.50228,476.03,22.2,55.13001,59.38926,917,5200,4467,8.66402,49.13076,42.20522,482,2749,1924,9.35015,53.32687,37.32299,435,2451,2543,8.01253,45.14644,46.84104,94.95303,10463,121,4680,4657,23,4942,4657,2487,1171,859,76,381,1618,795,834,297
20_長野県,20446_麻績村,Omi-mura,3,2593,1219,1374,2788,-195,-6.99426,34.38,75.4,56.58754,61.17105,241,1189,1163,9.29425,45.85422,44.85152,132,603,484,10.82855,49.46678,39.70468,109,586,679,7.93304,42.6492,49.41776,88.71907,2575,18,971,968,3,1001,968,559,239,229,14,77,243,182,183,106
20_長野県,20448_生坂村,Ikusaka-mura,3,1639,818,821,1843,-204,-11.06891,39.05,42,54.96309,59.20588,169,774,696,10.31117,47.22392,42.46492,94,408,316,11.49144,49.87775,38.63081,75,366,380,9.1352,44.57978,46.28502,99.63459,1628,11,665,664,1,698,664,344,138,132,12,62,202,133,110,66
20_長野県,20450_山形村,Yamagata-mura,3,8400,4103,4297,8395,5,0.05956,24.98,336.3,47.62226,49.03817,1121,4841,2438,13.34524,57.63095,29.02381,571,2461,1071,13.91665,59.9805,26.10285,550,2380,1367,12.79963,55.38748,31.81289,95.48522,8237,163,3012,3009,3,2725,3009,1898,643,983,53,219,623,265,381,325
20_長野県,20451_朝日村,Asahi-mura,3,4279,2110,2169,4462,-183,-4.1013,70.62,60.6,50.2656,53.14583,525,2379,1375,12.26922,55.5971,32.13368,269,1217,624,12.74882,57.67773,29.57346,256,1162,751,11.80267,53.57308,34.62425,97.27985,4238,41,1474,1471,3,1412,1471,925,330,452,32,111,237,140,195,208
20_長野県,20452_筑北村,Chikuhoku-mura,3,4149,2046,2103,4730,-581,-12.2833,99.47,41.7,57.11099,62.60156,314,1905,1930,7.56809,45.91468,46.51723,169,1034,843,8.26002,50.53763,41.20235,145,871,1087,6.89491,41.41702,51.68806,97.28959,4121,28,1687,1683,4,1780,1683,973,437,338,31,167,446,299,360,161
20_長野県,20481_池田町,Ikeda-machi,3,9382,4552,4830,9926,-544,-5.48056,40.16,233.6,53.4612,56.93333,930,4739,3713,9.9126,50.51162,39.57578,489,2413,1650,10.74253,53.00967,36.2478,441,2326,2063,9.13043,48.15735,42.71222,94.24431,9262,120,3543,3533,10,3518,3533,2158,952,847,55,304,801,500,691,361
20_長野県,20482_松川村,Matsukawa-mura,3,9599,4605,4994,9948,-349,-3.50824,47.07,203.9,50.91942,52.724,1069,5223,3307,11.13658,54.41192,34.45151,534,2613,1458,11.59609,56.74267,31.66124,535,2610,1849,10.71286,52.26272,37.02443,92.21065,9465,134,3577,3565,12,3497,3565,2154,847,948,60,299,830,388,542,387
20_長野県,20485_白馬村,Hakuba-mura,3,8575,4257,4318,8929,-354,-3.96461,189.36,45.3,50.32192,51.84351,961,4824,2790,11.207,56.25656,32.53644,478,2455,1324,11.22856,57.66972,31.10171,483,2369,1466,11.18573,54.86336,33.9509,98.58731,8249,326,3709,3696,13,3477,3696,2057,987,828,53,189,1225,375,576,219
20_長野県,20486_小谷村,Otari-mura,3,2647,1367,1280,2904,-257,-8.84986,267.91,9.9,53.3504,56.29167,269,1364,1014,10.16245,51.53003,38.30752,129,762,476,9.43672,55.7425,34.82078,140,602,538,10.9375,47.03125,42.03125,106.79688,2586,61,1145,1117,28,1195,1117,566,258,213,20,75,384,172,180,103
20_長野県,20521_坂城町,Sakaki-machi,3,14004,6909,7095,14871,-867,-5.83014,53.64,261.1,51.43266,53.83432,1541,7410,5053,11.004,52.91345,36.08255,780,3862,2267,11.28962,55.8981,32.81227,761,3548,2786,10.72586,50.00705,39.26709,97.37844,13622,382,5461,5452,9,5473,5452,3208,1302,1385,98,423,1428,677,915,517
